_fid,abschluss,adresse_ort,adresse_strasse_hausnr,ansprechp_klasse_1,ansprechp_klasse_5,ansprechp_buero,schueler_gesamt,anzahl_schueler_gesamt,auszeichnung,bezirk,bilingual,einzugsgebiet,fax,ferienbetreuung_anteil,foerderart,fremdsprache,fremdsprache_mit_klasse,ganztagsform,is_rebbz,kantine_vorh,kapitelbezeichnung,kernunterricht,kernzeitbetreuung,kiosk_vorh,lgv_standortk_erwachsenenbildung,mittagspause,name_schulleiter,name_stellv_schulleiter,name_oberstufenkoordinator,name_verwaltungsleitung,nutzung_kantine_anteil,oberstufenprofil,offenetuer,rebbz_homepage,rechtsform,schueleranzahl_schuljahr,schuelerzeitung,schul_email,schul_homepage,schul_icon,schulnummer,schul_telefonnr,schulaufsicht,schulart,schulinspektion_link,schulische_ausrichtung,schulname,schulpartnerschaft,schulportrait,schultyp,schulwahl_wohnort,schwerpunktschule,sozialindex,sprachzertifikat,stadtteil,standort_id,standortkl1,standortkl5,standortoberstufe,vegetarisch,wahlmoeglichkeit_essen,zuegigkeit_kl_1,zuegigkeit_kl_5,zustaendiges_rebbz,the_geom,coordinate_reference_system,traegerschaft,latitude,longitude,school_type,traeger_typ,data_source,data_retrieved
DE.HH.UP_STAATLICHE_SCHULEN_979333,,22393 Hamburg,Hasenweg 40,Katharina Beeth-Heitsch,,Kerstin Portugall,542.0,542 an 1 Standort,,Wandsbek,,,+49 40 427 978 05-4,55.18 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  95%|Klassenstufe 2  96%|Klassenstufe 3  96%|Klassenstufe 4  95%,,No,,Katharina Beeth-Heitsch,Swantje Wosegien,,,,,,http://rebbz-wandsbek-nord.hamburg.de/,staatlich,2024.0,,grundschule-hasenweg@bsfb.hamburg.de,https://grundschule-hasenweg.de,,5136-0,+49 40 428 96 44-0,Paul Richter,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-wandsbek,,Grundschule Hasenweg,,,Hauptstandort,,,Stufe 6,,Sasel,353,,,,,,4,,ReBBZ Wandsbek-Nord,POINT (10.119201 53.638426),EPSG:4326,Staatlich,53.638425932862155,10.11920126654327,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979334,,22769 Hamburg,Arnkielstraße 2,Thorsten Bräuer,,Nina Klebba,421.0,421 an 1 Standort,,Altona,,,+49 40 432 163-55,50.13 %,,Englisch|Türkisch,Englisch ab Klasse  1|Türkisch ab Klasse  1,GTS teilweise gebunden,True,,Grundschulen,,Klassenstufe 1  98%|Klassenstufe 2  96%|Klassenstufe 3  98%|Klassenstufe 4  100%,,No,,Thorsten Bräuer,Karin Retzmann,,,,,,http://rebbz-altona.hamburg.de/,staatlich,2024.0,,grundschule-arnkielstrasse@bsfb.hamburg.de,https://schule-arnkielstrasse.de,,5137-0,+49 40 428 93 57-0,Lars Holster,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Grundschule Arnkielstraße,,,Hauptstandort,,,Stufe 4,,Altona-Nord,354,,,,,,5,,ReBBZ Altona,POINT (9.952839 53.564071),EPSG:4326,Staatlich,53.56407142795762,9.952838714354886,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979335,,20537 Hamburg,Osterbrook 17,Dana Rödler,,Ilknur Mollaoglu,290.0,290 an 1 Standort,,Hamburg-Mitte,,,+49 40 428 96 45-22,19.92 %,,Englisch,Englisch ab Klasse  1,GTS teilweise gebunden,True,,Grundschulen,,Klassenstufe 1  68%|Klassenstufe 2  96%|Klassenstufe 3  79%|Klassenstufe 4  66%,,No,,Dana Rödler,Sabrina Engelsberg,,Swantje Pfaff,,,,http://rebbz-mitte.hamburg.de/,staatlich,2024.0,,grundschule-osterbrook@bsfb.hamburg.de,https://schule-osterbrook.de,,5139-0,+49 40 428 96 45-0,Patricia Munck,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Grundschule Osterbrook,,,Hauptstandort,,,Stufe 1,,Hamm,356,,,,,,5-6,,ReBBZ Mitte,POINT (10.055902 53.548614),EPSG:4326,Staatlich,53.54861417146623,10.055901638947475,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979336,,22399 Hamburg,Schulbergredder 21,Claudia Lauschke,,Claudia Lauschke,427.0,427 an 1 Standort,,Wandsbek,,,+49 40 428 93 1755,42.74 %,,Englisch,Englisch ab Klasse  1,GTS voll gebunden,True,,Grundschulen,,Klassenstufe 1  100%|Klassenstufe 2  99%|Klassenstufe 3  98%|Klassenstufe 4  98%,,No,,Karen Rahtjen-Wissen,Karen Pioch,,,,,,http://rebbz-wandsbek-nord.hamburg.de/,staatlich,2024.0,,grundschule-poppenbuettel@bsfb.hamburg.de,https://grundschule-poppenbuettel.hamburg.de,,5143-0,+49 40 428 93 1722,Kirsten Fuhrmann,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-wandsbek,,Grundschule Poppenbüttel,,,Hauptstandort,,,Stufe 5,,Poppenbüttel,396,,,,,,4,,ReBBZ Wandsbek-Nord,POINT (10.080356 53.658563),EPSG:4326,Staatlich,53.65856299761183,10.080355658677366,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979337,Allgemeine Hochschulreife|erster allgemeinbildender Schulabschluss|Erweiterter erster allgemeinbildender Schulabschluss|mittlerer Schulabschluss|schulischer Teil der Fachhochschulreife,22605 Hamburg,Holmbrook 20,,,,299.0,299 an 1 Standort,,Altona,,,+49 40 428 48 52 22,25.47 %,"Autismus|Hören (gehörlos)|Hören (schwerhörig)|Inklusion invers, keine Förderung für Regelschüler|Mehrfachbehinderung/intensiver Assistenzbedarf",,,GTS voll gebunden,True,,Sonderschulen,,,,No,,Ulrike Witte,,,,,,,http://rebbz-mitte.hamburg.de/,staatlich,2024.0,,elbschule@bsfb.hamburg.de,http://www.elbschule.hamburg.de,,5145-0,+49 40 428 48 50,Dr. Thomas Philipp,Grundschule|Sonderschule|Stadtteilschule|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/sonderschulen,,Elbschule Bildungszentrum Hören und Kommunikation,,,Hauptstandort,,,n.v.,,Othmarschen,399,,,,,,,,ReBBZ Mitte,POINT (9.899000 53.552857),EPSG:4326,Staatlich,53.552856538753204,9.898999763080745,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979338,,22589 Hamburg,Grotefendweg 20,Stephan Pauli,,,189.0,189 an 1 Standort,,Altona,,,+49 40 428 7633-22,70.30 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  97%|Klassenstufe 2  97%|Klassenstufe 3  98%|Klassenstufe 4  96%,,No,,Stephan Pauli,Martina Glißmann,,,,,,http://rebbz-altona-west.hamburg.de/,staatlich,2024.0,,elbkinder-grundschule@bsfb.hamburg.de,https://elbkinder-grundschule.de,,5158-0,+49 40 428 7633-0,Dr. Alexandra Blank,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Elbkinder Grundschule,,,Hauptstandort,,,Stufe 6,,Iserbrook,401,,,,,,3,,ReBBZ Altona-West,POINT (9.829593 53.566734),EPSG:4326,Staatlich,53.56673351964094,9.829593404223996,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979339,,22115 Hamburg,Sonnenland 27,Andrea Pegel,,,288.0,288 an 1 Standort,,Hamburg-Mitte,,,+49 40 428 93 63-52,16.81 %,,Englisch,Englisch ab Klasse  1,GTS teilweise gebunden,True,,Grundschulen,,Klassenstufe 1  97%|Klassenstufe 2  91%|Klassenstufe 3  90%|Klassenstufe 4  88%,,No,,Bente Brenker,Alexander Bechthold,,Cornelia Schwarz,,,,http://rebbz-billstedt.hamburg.de/,staatlich,2024.0,,schule-an-der-glinder-au@bsfb.hamburg.de,https://glinder-au.hamburg.de,,5160-0,+49 40 428 93 63-0,Wolfgang Fien,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Schule An der Glinder Au,,,Hauptstandort,,,Stufe 1,,Billstedt,402,,,,,,3-4,,ReBBZ Billstedt,POINT (10.131633 53.534306),EPSG:4326,Staatlich,53.53430566364815,10.131632667906036,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979340,,20357 Hamburg,Altonaer Straße 38,"Britta Boller, Martha Tendyck",,,400.0,551 an 2 Standorten,,Altona,,,+49 40 428 86-8310,61.40 %,,Englisch,Englisch ab Klasse  1,GTS voll gebunden,True,,Grundschulen,,Klassenstufe 2  98%|Klassenstufe 3  99%|Klassenstufe 4  98%,,No,,Svenja Hohnke,Annelie Schober,,,,,,http://rebbz-altona.hamburg.de/,staatlich,2024.0,,ganztagsgrundschule-sternschanze@bsfb.hamburg.de,https://schule-sternschanze.de,,5167-0,+49 40 428 86-830,Lars Holster,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Ganztagsgrundschule Sternschanze,,,Hauptstandort,,,Stufe 4,,Sternschanze,408,,,,,,,,ReBBZ Altona,POINT (9.963555 53.564552),EPSG:4326,Staatlich,53.56455188801567,9.963554794782047,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979340,,20357 Hamburg,Altonaer Straße 38,"Britta Boller, Martha Tendyck",,,400.0,551 an 2 Standorten,,Altona,,,+49 40 428 86-8310,61.40 %,,Englisch,Englisch ab Klasse  1,GTS voll gebunden,True,,Grundschulen,,Klassenstufe 2  98%|Klassenstufe 3  99%|Klassenstufe 4  98%,,No,,Svenja Hohnke,Annelie Schober,,,,,,http://rebbz-altona.hamburg.de/,staatlich,2024.0,,ganztagsgrundschule-sternschanze@bsfb.hamburg.de,https://schule-sternschanze.de,,5167-0,+49 40 428 86-830,Lars Holster,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Ganztagsgrundschule Sternschanze,,,Hauptstandort,,,Stufe 4,,Sternschanze,408,,,,,,,,ReBBZ Altona,POINT (9.963555 53.564552),EPSG:4326,Staatlich,53.5597675528085,9.966057923569538,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979341,,20357 Hamburg,Ludwigstraße 7,"Britta Boller, Martha Tendyck",,,151.0,551 an 2 Standorten,,Altona,,,+49 40 428 86-8310,61.40 %,,Englisch,Englisch ab Klasse  1,GTS voll gebunden,True,,Grundschulen,,Klassenstufe 2  98%|Klassenstufe 3  99%|Klassenstufe 4  98%,,No,,Svenja Hohnke,Annelie Schober,,,,,,http://rebbz-altona.hamburg.de/,staatlich,2024.0,,ganztagsgrundschule-sternschanze@bsfb.hamburg.de,https://schule-sternschanze.de,,5167-1,+49 40 428 86-830,Lars Holster,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Ganztagsgrundschule Sternschanze,,,Zweigstelle,,,Stufe 4,,Sternschanze,727,,,,,,7,,ReBBZ Altona,POINT (9.966058 53.559768),EPSG:4326,Staatlich,53.56455188801567,9.963554794782047,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979341,,20357 Hamburg,Ludwigstraße 7,"Britta Boller, Martha Tendyck",,,151.0,551 an 2 Standorten,,Altona,,,+49 40 428 86-8310,61.40 %,,Englisch,Englisch ab Klasse  1,GTS voll gebunden,True,,Grundschulen,,Klassenstufe 2  98%|Klassenstufe 3  99%|Klassenstufe 4  98%,,No,,Svenja Hohnke,Annelie Schober,,,,,,http://rebbz-altona.hamburg.de/,staatlich,2024.0,,ganztagsgrundschule-sternschanze@bsfb.hamburg.de,https://schule-sternschanze.de,,5167-1,+49 40 428 86-830,Lars Holster,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Ganztagsgrundschule Sternschanze,,,Zweigstelle,,,Stufe 4,,Sternschanze,727,,,,,,7,,ReBBZ Altona,POINT (9.966058 53.559768),EPSG:4326,Staatlich,53.5597675528085,9.966057923569538,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979342,,22119 Hamburg,Speckenreye 11,Nils Lamprecht,,Manuela Angsten,273.0,273 an 1 Standort,,Hamburg-Mitte,,,+49 40 428 93 64-22,35.54 %,,Englisch|Polnisch|Türkisch,Englisch ab Klasse  1|Polnisch ab Klasse  2|Türkisch ab Klasse  2,offen,True,,Grundschulen,,Klassenstufe 1  91%|Klassenstufe 2  92%|Klassenstufe 3  88%|Klassenstufe 4  95%,,No,,Yasmin Kahl,Nils Lamprecht,,,,,,http://rebbz-billstedt.hamburg.de/,staatlich,2024.0,,schule-speckenreye@bsfb.hamburg.de,https://schule-speckenreye.hamburg.de,,5169-0,+49 40 428 93 64-0,Wolfgang Fien,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Schule Speckenreye,,,Hauptstandort,,,Stufe 2,,Horn,410,,,,,,3,,ReBBZ Billstedt,POINT (10.095457 53.554455),EPSG:4326,Staatlich,53.554454500979084,10.095457399371318,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979343,,22111 Hamburg,Stengelestraße 38,Franziska Hink,,Sara Weiss,423.0,423 an 1 Standort,,Hamburg-Mitte,,,+49 40 428 86-4922,27.96 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  72%|Klassenstufe 2  69%|Klassenstufe 3  68%|Klassenstufe 4  58%,,No,,Marco Czech,Wiebke Scheuermann,,Silvia Kuhn,,,,http://rebbz-billstedt.hamburg.de/,staatlich,2024.0,,schule-stengelestrasse@bsfb.hamburg.de,https://schule-stengelestrasse.de,,5171-0,+49 40 428 86-4910,Wolfgang Fien,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Schule Stengelestraße,,,Hauptstandort,,True,Stufe 1,,Horn,412,,,,,,6,,ReBBZ Billstedt,POINT (10.093637 53.549995),EPSG:4326,Staatlich,53.54999460652108,10.093636572216463,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979344,,22113 Hamburg,Billbrookdeich 266,Ingrid Kositzki,,,389.0,389 an 1 Standort,,Hamburg-Mitte,,,+49 40 714 87-472,67.69 %,,Englisch|Türkisch,Englisch ab Klasse  1|Türkisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  70%|Klassenstufe 2  93%|Klassenstufe 3  82%|Klassenstufe 4  73%,,No,,Jessica Wiese,Ingrid Kositzki,,,,,,http://rebbz-billstedt.hamburg.de/,staatlich,2024.0,,schule-am-schleemer-park@bsfb.hamburg.de,https://schuleamschleemerpark.hamburg.de,,5172-0,+49 40 428 93 19-20,Ralf Stolle,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Schule Am Schleemer Park,,,Hauptstandort,,,Stufe 1,,Billbrook,413,,,,,,5,0,ReBBZ Billstedt,POINT (10.110439 53.532787),EPSG:4326,Staatlich,53.532787445051866,10.110438737828924,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979345,,22119 Hamburg,Sterntalerstraße 42,Gaby Schmidt,,,293.0,293 an 1 Standort,,Hamburg-Mitte,,,+49 40 428 86 73-22,30.54 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  85%|Klassenstufe 2  85%|Klassenstufe 3  97%|Klassenstufe 4  88%,,No,,Gaby Schmidt,Alexandra Schlichting,,,,,,http://rebbz-billstedt.hamburg.de/,staatlich,2024.0,,schule-sterntalerstrasse@bsfb.hamburg.de,https://schule-sterntalerstrasse.hamburg.de,,5173-0,+49 40 428 86 73-0,Ralf Stolle,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Schule Sterntalerstraße,,,Hauptstandort,,,Stufe 1,,Billstedt,414,,,,,,3,,ReBBZ Billstedt,POINT (10.112737 53.560030),EPSG:4326,Staatlich,53.56003001166976,10.112737360012712,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979346,,22117 Hamburg,Bonhoefferstraße 13,Britta Fanselow ( Sekretariat ),,Britta Fanselow,279.0,279 an 1 Standort,,Hamburg-Mitte,,,+49 40 428 93 65-52,37.83 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  79%|Klassenstufe 2  87%|Klassenstufe 3  72%|Klassenstufe 4  84%,,No,,Bozena Kröger,Manuela Sonnemann,,,,,,http://rebbz-billstedt.hamburg.de/,staatlich,2024.0,,schule-bonhoefferstrasse@bsfb.hamburg.de,https://schulebonhoefferstrasse.hamburg.de,,5174-0,+49 40 428 93 65-40,Ralf Stolle,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Schule Bonhoefferstraße,,,Hauptstandort,,,Stufe 2,,Billstedt,398,,,,,,3,,ReBBZ Billstedt,POINT (10.136762 53.544981),EPSG:4326,Staatlich,53.54498104053957,10.136762081803777,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979347,,22119 Hamburg,Dringsheide 10,Sebastian Paul,,Betül Pekgöz,387.0,387 an 1 Standort,,Hamburg-Mitte,,,,23.08 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  77%|Klassenstufe 2  82%|Klassenstufe 3  73%|Klassenstufe 4  75%,,No,,Sebastian Paul,Ulrike Keiser,,Mareike Cüce,,,,http://rebbz-billstedt.hamburg.de/,staatlich,2024.0,,Schule-Fuchsbergredder@bsfb.hamburg.de,https://schulefuchsbergredder.hamburg.de/,,5175-0,+49 40 428 93 66-0,Wolfgang Fien,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-hamburg-mitte,,Schule Fuchsbergredder,,,Hauptstandort,,,Stufe 2,,Billstedt,406,,,,,,4,,ReBBZ Billstedt,POINT (10.121534 53.561548),EPSG:4326,Staatlich,53.561547904458955,10.121534200808563,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979348,,22765 Hamburg,Gaußstraße 171,Schulbüro,,,468.0,468 an 1 Standort,,Altona,,,+49 40 428 88-9122,59.81 %,,Englisch|Türkisch,Englisch ab Klasse  1|Türkisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  97%|Klassenstufe 2  100%|Klassenstufe 3  97%|Klassenstufe 4  95%,,No,,Britta Heils,Julia Meier,,Beate Schmidt,,,,http://rebbz-altona.hamburg.de/,staatlich,2024.0,,schule-bahrenfelder-strasse@bsfb.hamburg.de,https://schule-bahrenfelder-strasse.hamburg.de,,5202-0,+49 40 428 88-910,Lars Holster,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Schule Bahrenfelder Straße,,,Hauptstandort,,,Stufe 5,,Ottensen,386,,,,,,5,,ReBBZ Altona,POINT (9.926884 53.558540),EPSG:4326,Staatlich,53.558540434728876,9.926883517982917,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979349,,22179 Hamburg,Hegholt 44,Kerstin Reinartz,,Sabine Berkenkämper,363.0,363 an 1 Standort,,Wandsbek,,,+49 404 279-78862,40.84 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  92%|Klassenstufe 2  90%|Klassenstufe 3  97%|Klassenstufe 4  87%,,No,,Kerstin Reinartz,,,,,,,http://rebbz-wandsbek-sued.hamburg.de/,staatlich,2024.0,,grundschule-bramfeld@bsfb.hamburg.de,https://grundschule-bramfeld.de,,5205-0,+49 40 428 8619-60,Paul Richter,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-wandsbek,,Grundschule Bramfeld,,,Hauptstandort,,,Stufe 2,,Bramfeld,380,,,,,,4,,ReBBZ Wandsbek-Süd,POINT (10.081313 53.605938),EPSG:4326,Staatlich,53.605937503500506,10.081312536875853,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979350,,22767 Hamburg,Thedestraße 100,Patricia Renz,,,542.0,542 an 1 Standort,,Altona,,,+49 40 428 88-6910,53.64 %,,Englisch|Italienisch|Polnisch|Spanisch|Türkisch,Englisch ab Klasse  1|Italienisch ab Klasse  1|Polnisch ab Klasse  1|Spanisch ab Klasse  1|Türkisch ab Klasse  1,GTS teilweise gebunden,True,,Grundschulen,,Klassenstufe 1  99%|Klassenstufe 2  99%|Klassenstufe 3  98%|Klassenstufe 4  98%,,No,,Patricia Renz,Christina Kleinow,,Sybille Knauer,,,,http://rebbz-altona.hamburg.de/,staatlich,2024.0,,louise-schroeder-schule@bsfb.hamburg.de,https://louise-schroeder-schule.hamburg.de,,5206-0,+49 40 428 88-690,Lars Holster,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-altona,,Louise Schroeder Schule,,,Hauptstandort,,True,Stufe 4,,Altona-Altstadt,381,,,,,,5,,ReBBZ Altona,POINT (9.949813 53.553686),EPSG:4326,Staatlich,53.553686295650785,9.949812753241321,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979351,,22175 Hamburg,Thomas-Mann-Straße 2,Maja Röbke,,,317.0,450 an 2 Standorten,,Wandsbek,,,+49 40 428 93 21-44,48.03 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  90%|Klassenstufe 2  95%|Klassenstufe 3  95%|Klassenstufe 4  91%,,No,,Maike Naruga,Maja Röbke,,,,,,http://rebbz-wandsbek-nord.hamburg.de/,staatlich,2024.0,,grundschuleamgut@bsfb.hamburg.de,https://grundschule-am-gut.hamburg.de/,,5208-0,+49 40 428 93 21-30,Paul Richter,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-wandsbek,,Grundschule am Gut,,,Hauptstandort,,,Stufe 5,,Bramfeld,382,,,,,,4,,ReBBZ Wandsbek-Nord,POINT (10.109879 53.627286),EPSG:4326,Staatlich,53.62728550659632,10.109878770123798,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979351,,22175 Hamburg,Thomas-Mann-Straße 2,Maja Röbke,,,317.0,450 an 2 Standorten,,Wandsbek,,,+49 40 428 93 21-44,48.03 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  90%|Klassenstufe 2  95%|Klassenstufe 3  95%|Klassenstufe 4  91%,,No,,Maike Naruga,Maja Röbke,,,,,,http://rebbz-wandsbek-nord.hamburg.de/,staatlich,2024.0,,grundschuleamgut@bsfb.hamburg.de,https://grundschule-am-gut.hamburg.de/,,5208-0,+49 40 428 93 21-30,Paul Richter,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-wandsbek,,Grundschule am Gut,,,Hauptstandort,,,Stufe 5,,Bramfeld,382,,,,,,4,,ReBBZ Wandsbek-Nord,POINT (10.109879 53.627286),EPSG:4326,Staatlich,53.624121215567826,10.092903733479835,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
DE.HH.UP_STAATLICHE_SCHULEN_979352,,22175 Hamburg,Hohnerkamp 58,Maja Röbke,,,133.0,450 an 2 Standorten,,Wandsbek,,,+49 40 428 93 21-44,48.03 %,,Englisch,Englisch ab Klasse  1,offen,True,,Grundschulen,,Klassenstufe 1  90%|Klassenstufe 2  95%|Klassenstufe 3  95%|Klassenstufe 4  91%,,No,,Maike Naruga,Maja Röbke,,,,,,http://rebbz-wandsbek-nord.hamburg.de/,staatlich,2024.0,,grundschuleamgut@bsfb.hamburg.de,https://grundschule-am-gut.hamburg.de/,,5208-3,+49 40 428 93 21-30,Paul Richter,Grundschule|vorschulische Sprachförderung|Vorschulklasse,https://www.hamburg.de/politik-und-verwaltung/behoerden/schulbehoerde/themen/schulaufsicht/inspektionsberichte/grundschulen-wandsbek,,Grundschule am Gut,,,Zweigstelle,,,Stufe 5,,Bramfeld,1085,,,,,,,,ReBBZ Wandsbek-Nord,POINT (10.092904 53.624121),EPSG:4326,Staatlich,53.62728550659632,10.109878770123798,Grundschule,Sonstige,Transparenzportal Hamburg,2026-04-08
