schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_bezirk,crime_stadt,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_data_source,crime_straftaten_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023,crime_wohnungseinbruch_2023_rate_per_100k
100185,15.0,Élise Freinet Gesamtschule,Schule der Sekundarstufe I + II,,"Düsseldorf, GE Élise Freinet",1.0,40549,Düsseldorf,Aldekerkstr. 23,211.0,89924994.0,,,100185@schule.nrw.de,https://www.elise-freinet-gesamtschule.de,1.0,10042.0,5111000.0,1.0,01.08.2024,,339896.0,5678226.0,,51.232921,6.706696,Gesamtschule,Öffentlich,Düsseldorf,Élise Freinet Gesamtschule Schule der Sekundarstufe I + II,21189924994.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gesamtschule,,,44,14.7,0,3,41,10,2,31,125,"2024,2023,2022",Unfallatlas,Aldekerkstraße,257,51.230614,6.706985,,Heesenstraße,507,51.2318598,6.7137831,,Handweiser,666,51.2288581,6.6996717,,Am Kaiser,1522,51.2203079,6.6982013,,Blücherstraße,2243,51.2145458,6.6934193,,Hamm S,3403,51.2100375,6.7391342,,Aldekerkstraße,286,51.2304188,6.7057722,,Gewerbegebiet Zülpicher Straße,321,51.232708,6.7020978,,Wiesenstraße,357,51.2314091,6.7112169,,13,84,"1, 2, 3, 5",75.0,Bezirk 4,Düsseldorf,47036,0.8,10068.0,52.1,bezirk_estimated,4506,9580.1,35,74.4,333,708.7,241,511.7,87,184.7
100186,10.0,Städtische Realschule Borbecker Straße,,,"Düsseldorf, RS Borbecker Straße",1.0,40472,Düsseldorf,Borbecker Str. 25,211.0,8993022.0,,,100186@schule.nrw.de,https://www.borbecker-x.de/,1.0,10042.0,5111000.0,1.0,01.08.2024,,346030.0,5682418.0,,51.272276,6.792683,Realschule,Öffentlich,Düsseldorf,Städtische Realschule Borbecker Straße,2118993022.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,,35,11.7,0,2,33,4,0,19,91,"2024,2023,2022",Unfallatlas,Düsseldorf-Unterrath,537,51.2764682,6.7888379,,Flughafen Parkhaus 4,1553,51.2802586,6.774361,,Düsseldorf-Rath Mitte,1664,51.2611001,6.808582,,Unterrath S,536,51.2756336,6.7871597,,Am Röttchen,785,51.2737408,6.7816482,,DOME/Am Hülserhof,992,51.2741332,6.8066281,7,Unterrath Kirche,296,51.2748438,6.7915459,,Kürtenstraße,348,51.2702763,6.7965229,,Unterrath S,530,51.2754459,6.786989,,8,63,"1, 2, 3, 4, 5, 7",65.0,Bezirk 6,Düsseldorf,69197,0.8,10068.0,52.1,bezirk_estimated,6629,9580.1,51,74.4,490,708.7,354,511.7,128,184.7
100187,20.0,Städt. Gymnasium Bernburger Straße,,,"Düsseldorf, Gym Bernburger Straße",1.0,40229,Düsseldorf,Bernburger Str. 44,211.0,8928258.0,,,100187@schule.nrw.de,https://gy-bernburger-str.eschool.de/,1.0,10042.0,5111000.0,1.0,01.08.2024,,348822.0,5674329.0,,51.200338,6.836093,Gymnasium,Öffentlich,Düsseldorf,Städt. Gymnasium Bernburger Straße,2118928258.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,94,31.3,1,15,78,29,23,59,64,"2024,2023,2022",Unfallatlas,Eller Mitte S,193,51.2012488,6.8384538,,Düsseldorf-Eller Mitte,256,51.2020414,6.8385663,,Düsseldorf-Eller Süd,261,51.1979924,6.8362486,,Vennhauser Allee,695,51.1992301,6.8459166,1,Schlesische Straße,944,51.2078335,6.8297418,4,Am Stufstock,977,51.20662,6.8262877,,Eller Mitte S,126,51.2012054,6.8372551,,Bernburger Straße,288,51.1985303,6.8390519,,Jägerstraße,332,51.2032655,6.8351638,3,36,123,"1, 2, 3, 4, 5, 6, 7",75.0,Bezirk 8,Düsseldorf,61142,0.6,7551.0,52.1,bezirk_estimated,4393,7185.1,34,55.8,325,531.5,235,383.7,85,138.6
100205,20.0,Gymnasium Nippes,im Toni-Steingass-Park,,"Köln, Gym Nippes",3.0,50733,Köln,Henner-Berzau-Weg 3,221.0,22136490.0,,,100205@schule.nrw.de,https://www.gymnasium-steingasspark.de/,1.0,10182.0,5315000.0,1.0,01.08.2024,,356546.0,5648550.0,,50.970664,6.956809,Gymnasium,Öffentlich,Köln,Gymnasium Nippes im Toni-Steingass-Park,22122136490.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gymnasium,,,70,23.3,0,6,64,28,16,42,135,"2024,2023,2022",Unfallatlas,Neusser Straße/Gürtel,381,50.971871,6.9517228,,Florastraße,656,50.9651406,6.9535232,,Amsterdamer Straße/Gürtel,842,50.9708004,6.9688326,,Neusser Straße/Gürtel,421,50.972337,6.9514153,1,Florastraße,718,50.9644995,6.9537357,"12, 15",Amsterdamer Straße/Gürtel,857,50.9709703,6.9690379,16,Niehler Straße,396,50.9675457,6.9595476,,Niehler Kirchweg,401,50.9741802,6.9555339,,Neusser Straße/Gürtel,412,50.9725468,6.9517405,A,26,90,"1, 12, 13, 147, 15, 16, 186, 2, 3, 4, A",75.0,Nippes,Köln,117086,1.1,13677.4,50.8,bezirk_estimated,16001,13666.0,183,156.2,1266,1081.7,1056,901.5,341,291.5
100206,20.0,Gymnasium Rondorf,,,"Köln, Gym Rondorf",3.0,50999,Köln,Eygelshovener Str.,221.0,22136480.0,,,100206@schule.nrw.de,https://www.gymnasium-rondorf.de/,1.0,10182.0,5315000.0,1.0,01.08.2024,,359855.0,5638066.0,,50.877257,7.007937,Gymnasium,Öffentlich,Köln,Gymnasium Rondorf,22122136480.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Gymnasium,,,13,4.3,0,3,10,9,3,10,178,"2024,2023,2022",Unfallatlas,Köln Steinstraße,4020,50.8952751,7.0576212,,Porz (Rhein),4023,50.8832667,7.0644885,,Köln Airport-Businesspark,4484,50.9102443,7.0447205,,Michaelshoven,638,50.8759692,6.9990761,KMH,Siegstraße,1152,50.8833367,6.9946362,KKSS,Sürth Bahnhof,1448,50.8645156,7.0037019,KSU,Eygelshovener Straße,216,50.8778306,7.0108808,,Sürther Straße,235,50.8772879,7.0045888,,Sürther Feldallee,287,50.8752587,7.010533,,13,40,KMH,60.0,Rodenkirchen,Köln,112051,0.6,7460.4,50.8,bezirk_estimated,8352,7454.2,95,85.2,661,590.0,551,491.7,178,159.0
100208,15.0,Sieben Brücken Schule (Gesamtschule),Staatl. genehmigte Ersatzschule i.Aufbau,d. Bildungscampus Siebenbrücken gGmbH,"Köln, GE Sieben Brücken Schule",3.0,50859,Köln,Ottostr. 1,2234.0,93748710.0,,,100208@schule.nrw.de,https://www.7bruecken.com/,2.0,10048.0,5315000.0,1.0,23.10.2023,,348261.0,5646230.0,,50.947693,6.839862,Gesamtschule,Privat,Köln,Sieben Brücken Schule (Gesamtschule) Staatl. genehmigte Ersatzschule i.Aufbau d. Bildungscampus Siebenbrücken gGmbH,223493748710.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gesamtschule,,,13,4.3,0,0,13,9,0,9,91,"2024,2023,2022",Unfallatlas,Lövenich,656,50.9428837,6.8344286,,Köln-Weiden West,1894,50.9408525,6.8150982,,Köln-Müngersdorf/Technologiepark,3404,50.9484237,6.888433,,Weiden Zentrum,1090,50.9383279,6.8352454,,Bahnstraße,1120,50.9381582,6.8449965,,Weiden Römergrab,1298,50.9384025,6.828639,1,Dieselstraße,73,50.9470552,6.8400911,,Zusestraße,260,50.9500295,6.8399902,A,Seithümerstraße,543,50.9463558,6.8324084,,6,46,"136, A, B",65.0,,Köln,1090473,1.0,12434,50.8,city_aggregate,135476,12423.6,1548,142.0,10723,983.3,8937,819.6,2890,265.0
100210,15.0,Gesamtschule Am Wassermann,,,"Köln, GE Am Wassermann",3.0,50829,Köln,Am Wassermann 40,221.0,22136470.0,,,100210@schule.nrw.de,https://www.amwassermann.de/,1.0,10182.0,5315000.0,1.0,01.08.2024,,350877.0,5646322.0,,50.949203,6.877038,Gesamtschule,Öffentlich,Köln,Gesamtschule Am Wassermann,22122136470.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gesamtschule,,,17,5.7,0,1,16,9,1,13,12,"2024,2023,2022",Unfallatlas,Köln-Müngersdorf/Technologiepark,803,50.9484237,6.888433,,Akazienweg,1732,50.9606948,6.8937278,,Rochusplatz,1932,50.9571338,6.9015751,,Rheinenergie-Stadion,1298,50.937628,6.874639,,Alter Militärring,1313,50.937732,6.8814775,1,Rhein Energie Stadion,1361,50.936966,6.8777062,,Wasseramselweg,13,50.9490849,6.8770507,144,Kämpchensweg,524,50.9452331,6.8730095,,Belvederestraße,641,50.9504525,6.8681053,,5,51,144,60.0,Ehrenfeld,Köln,111154,1.3,16164.2,50.8,bezirk_estimated,17952,16150.7,205,184.5,1421,1278.3,1184,1065.4,383,344.5
100211,15.0,Gesamtschule Weidenpesch,,,"Köln, GE Weidenpesch",3.0,50739,Köln,Escher Str. 279,221.0,22136460.0,221.0,22136469.0,100211@schule.nrw.de,https://www.gesamtschule-weidenpesch.de,1.0,10182.0,5315000.0,1.0,01.08.2024,,354214.0,5648688.0,,50.971319,6.923563,Gesamtschule,Öffentlich,Köln,Gesamtschule Weidenpesch,22122136460.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Gesamtschule,,,45,15.0,0,7,38,20,6,27,115,"2024,2023,2022",Unfallatlas,Geldernstraße/Parkgürtel,1190,50.9683322,6.9398762,,Köln Geldernstraße/Parkgürtel,1284,50.9685,6.9413491,,Köln-Nippes,1872,50.9589937,6.9417766,,Escher Straße,1032,50.9645976,6.9337246,,Iltisstraße,1055,50.9647945,6.9126285,,Geldernstraße/Parkgürtel,1235,50.9684306,6.9405976,,Am Bilderstöckchen,257,50.9732804,6.9255095,,Alzeyer Straße,264,50.9702836,6.9269495,,Butzweilerstraße,570,50.9688218,6.9164477,,8,39,,50.0,Nippes,Köln,117086,1.1,13677.4,50.8,bezirk_estimated,16001,13666.0,183,156.2,1266,1081.7,1056,901.5,341,291.5
100212,15.0,Gesamtschule Ossendorf,,,"Köln, GE Ossendorf",3.0,50829,Köln,Am Wassermann 40,221.0,22136450.0,,,100212@schule.nrw.de,https://gesamtschule-ossendorf.de,1.0,10182.0,5315000.0,1.0,01.08.2024,,350877.0,5646322.0,,50.949203,6.877038,Gesamtschule,Öffentlich,Köln,Gesamtschule Ossendorf,22122136450.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Gesamtschule,,,17,5.7,0,1,16,9,1,13,12,"2024,2023,2022",Unfallatlas,Köln-Müngersdorf/Technologiepark,803,50.9484237,6.888433,,Akazienweg,1732,50.9606948,6.8937278,,Rochusplatz,1932,50.9571338,6.9015751,,Rheinenergie-Stadion,1298,50.937628,6.874639,,Alter Militärring,1313,50.937732,6.8814775,1,Rhein Energie Stadion,1361,50.936966,6.8777062,,Wasseramselweg,13,50.9490849,6.8770507,144,Kämpchensweg,524,50.9452331,6.8730095,,Belvederestraße,641,50.9504525,6.8681053,,5,51,144,60.0,Ehrenfeld,Köln,111154,1.3,16164.2,50.8,bezirk_estimated,17952,16150.7,205,184.5,1421,1278.3,1184,1065.4,383,344.5
100219,15.0,Erzbischöfliche Gesamtschule am,Bildungscampus Köln-Kalk,in Köln im Aufbau,"Köln, GE Erzbischöfliche Gesamtschule",3.0,51103,Köln,Christian-Sünner-Str. 5,221.0,22211511.0,,,100219@schule.nrw.de,,2.0,71110.0,5315000.0,1.0,01.08.2024,,360142.0,5644488.0,,50.935043,7.009553,Gesamtschule,Privat,Köln,Erzbischöfliche Gesamtschule am Bildungscampus Köln-Kalk in Köln im Aufbau,22122211511.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gesamtschule,,,47,15.7,0,5,42,25,6,28,173,"2024,2023,2022",Unfallatlas,"Kalk Kapelle, Eingang zur Stadtbahn",410,50.9386476,7.0082929,,Kalk Kapelle,430,50.9388017,7.0081094,,Kalk Post,796,50.9376675,6.9989844,,Kalk Kapelle,428,50.9387803,7.0081217,2,Kalk Post,801,50.9375435,6.99884,,Vingst,884,50.9327954,7.0216602,,Christian-Sünner-Str.,60,50.934548,7.0092248,,Christian-Sünner-Straße,61,50.9345543,7.0091544,,Heinrich-Bützler-Str.,77,50.9354473,7.010451,,22,100,"1, 153, 159, 2, A, B",75.0,Kalk,Köln,121957,1.4,17407.6,50.8,bezirk_estimated,21212,17393.0,242,198.7,1679,1376.7,1399,1147.4,452,371.0
100231,20.0,Gymnasium Neustadt-Nord,,,"Köln, Gym Neustadt-Nord",3.0,50678,Köln,Ubierring 45,221.0,47441050.0,,,100231@schule.nrw.de,https://www.gymnasium-neustadt-nord.de,1.0,10182.0,5315000.0,1.0,01.08.2025,,356957.0,5643168.0,,50.922399,6.964773,Gymnasium,Öffentlich,Köln,Gymnasium Neustadt-Nord,22147441050.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,130,43.3,0,9,121,79,19,63,14,"2024,2023,2022",Unfallatlas,Chlodwigplatz,356,50.9212216,6.9600486,,Kartäuserhof,492,50.9245332,6.9586306,,Bonner Wall,703,50.9164696,6.9612835,,Ubierring,47,50.9224034,6.9654443,,Chlodwigplatz,317,50.921293,6.9606099,,Kartäuserhof,533,50.9251054,6.9584975,,Ubierring,12,50.9223019,6.9647053,,Severinskirche,255,50.9235321,6.961602,,CityTour Haltestelle 6: Chlodwigplatz,278,50.9212919,6.9612219,,36,82,"A, B, C, E",75.0,Innenstadt,Köln,126087,2.5,31085.0,50.8,bezirk_estimated,39161,31059.0,447,354.9,3100,2458.3,2583,2048.9,835,662.6
100233,20.0,Gymnasium Brügelmannstraße,,,"Köln, Gym Brügelmannstraße",3.0,50679,Köln,Brügelmannstr. 10,,,,,100233@schule.nrw.de,,1.0,10182.0,5315000.0,1.0,01.08.2025,,358410.0,5645454.0,,50.943302,6.984545,Gymnasium,Öffentlich,Köln,Gymnasium Brügelmannstraße,,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gymnasium,,,83,27.7,1,8,74,16,4,48,89,"2024,2023,2022",Unfallatlas,Bf Deutz/Messe / LANXESS arena,551,50.9398576,6.9788975,,Köln Messe/Deutz,677,50.9412305,6.9754558,,Deutz Technische Hochschule,747,50.9366536,6.9860412,,Koelnmesse,168,50.9434619,6.9821623,,Bf Deutz/Messe,604,50.9397631,6.9780113,,Bahnhof Deutz / LANXESS arena,630,50.9391145,6.9784821,,Gummersbacher Str.,609,50.938541,6.9888286,,CityTour Haltestelle 9: KEC Trainingshalle / Lanxess Arena,620,50.9383805,6.9887052,,Gummersbacher Straße,627,50.9383735,6.9889008,,2,64,"1, 153, 196, 2, A, B, C, D, E",45.0,,Köln,1090473,1.0,12434,50.8,city_aggregate,135476,12423.6,1548,142.0,10723,983.3,8937,819.6,2890,265.0
100235,15.0,Gesamtschule Kalk,,,"Köln, GE Kalk",3.0,50679,Köln,Brügelmannstr. 10,,,,,100235@schule.nrw.de,,1.0,10182.0,5315000.0,1.0,01.08.2025,,358410.0,5645454.0,,50.943302,6.984545,Gesamtschule,Öffentlich,Köln,Gesamtschule Kalk,,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Gesamtschule,,,83,27.7,1,8,74,16,4,48,89,"2024,2023,2022",Unfallatlas,Bf Deutz/Messe / LANXESS arena,551,50.9398576,6.9788975,,Köln Messe/Deutz,677,50.9412305,6.9754558,,Deutz Technische Hochschule,747,50.9366536,6.9860412,,Koelnmesse,168,50.9434619,6.9821623,,Bf Deutz/Messe,604,50.9397631,6.9780113,,Bahnhof Deutz / LANXESS arena,630,50.9391145,6.9784821,,Gummersbacher Str.,609,50.938541,6.9888286,,CityTour Haltestelle 9: KEC Trainingshalle / Lanxess Arena,620,50.9383805,6.9887052,,Gummersbacher Straße,627,50.9383735,6.9889008,,2,64,"1, 153, 196, 2, A, B, C, D, E",45.0,,Köln,1090473,1.0,12434,50.8,city_aggregate,135476,12423.6,1548,142.0,10723,983.3,8937,819.6,2890,265.0
136281,4.0,Städt. Gem. Hauptschule,,,"Düsseldorf, GH Graf-Recke-Str.",1.0,40235,Düsseldorf,Graf-Recke-Str. 230,211.0,8923060.0,211.0,8929659.0,136281@schule.nrw.de,https://duesselrecken.de/,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348067.0,5679439.0,,51.246055,6.823128,Hauptschule,Öffentlich,Düsseldorf,Städt. Gem. Hauptschule,2118923060.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Hauptschule,,,25,8.3,0,3,22,10,3,16,93,"2024,2023,2022",Unfallatlas,Staufenplatz,573,51.2414466,6.82681,,Schlüterstraße/Arbeitsagentur,1032,51.2368685,6.8210372,,Pöhlenweg,1036,51.2400254,6.834471,,Graf-Recke-Straße,124,51.2452342,6.8219317,,Vautierstraße,395,51.2425909,6.821854,,Mörsenbroicher Weg,595,51.2513761,6.8222147,,Graf-Recke-Straße,89,51.2460016,6.8218593,4,Sportmeile Grafenberg,311,51.2462494,6.8275888,,Vautierstraße,381,51.2426934,6.822087,3,19,78,"3, 4, 5, 6, 7, 730, 8, 894",65.0,Bezirk 2,Düsseldorf,66094,0.9,11326.5,52.1,bezirk_estimated,7123,10777.7,55,83.7,527,797.3,380,575.6,137,207.8
136323,4.0,Städtische Katholische Hauptschule,,,"Düsseldorf, KH Itterstr.",1.0,40589,Düsseldorf,Itterstr. 16,211.0,8924721.0,211.0,8924735.0,136323@schule.nrw.de,http://www.khs-itterstrasse.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,348372.0,5671509.0,,51.174879,6.830847,Hauptschule,Öffentlich,Düsseldorf,Städtische Katholische Hauptschule,2118924721.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,49,16.3,0,5,44,21,11,23,58,"2024,2023,2022",Unfallatlas,Holthausen,165,51.1750391,6.8331984,,Elbruchstraße,558,51.1794329,6.8274946,,Niederheid,798,51.1704229,6.8398211,,Am Trippelsberg,1508,51.165973,6.8471501,,Schöne Aussicht,2194,51.1624197,6.8552485,,Kappeler Straße,2456,51.1622377,6.8597257,1,Holthausen,99,51.1750163,6.8322546,6,Kaldenberger Straße,324,51.1725188,6.828131,,Adolf-Klarenbach-Straße,393,51.1732073,6.8358161,,23,59,"1, 5, 6",75.0,Bezirk 9,Düsseldorf,94463,0.9,11326.5,52.1,bezirk_estimated,10181,10777.7,79,83.7,753,797.3,544,575.6,196,207.8
136359,4.0,Dumont-Lindemann-Schule,Städt. Gem. Hauptschule,,"Düsseldorf, GH Dumont-Lindemann",1.0,40215,Düsseldorf,Weberstr. 3,211.0,8923130.0,211.0,8929626.0,136359@schule.nrw.de,http://www.dumont-lindemann-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,344892.0,5675508.0,,51.209879,6.779375,Hauptschule,Öffentlich,Düsseldorf,Dumont-Lindemann-Schule Städt. Gem. Hauptschule,2118923130.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Hauptschule,,,146,48.7,0,17,129,62,23,75,55,"2024,2023,2022",Unfallatlas,Bilk S,210,51.2087083,6.7770128,,Düsseldorf-Bilk,313,51.2079601,6.7760884,,Kirchplatz,486,51.2134442,6.775327,,Bilker Allee/Friedrichstraße,190,51.2108002,6.7770716,,Färberstraße,239,51.2092506,6.7826624,,Morsestraße,242,51.2106216,6.7826452,1,Bilker Allee/Friedrichstraße,188,51.2108416,6.7771496,3,Bilk S,197,51.2086469,6.7773431,,Morsestraße,321,51.2109714,6.7836454,,39,126,"1, 2, 3, 4, 5, 6, 7",75.0,Bezirk 1,Düsseldorf,89669,2.0,25170.0,52.1,bezirk_estimated,21476,23950.4,167,185.9,1589,1771.7,1147,1279.2,414,461.8
136384,4.0,Schule am Eller Forst,Städt. Gemeinschaftshauptschule,,"Düsseldorf, GH Schule am Eller Forst",1.0,40627,Düsseldorf,Vennhauser Allee 167,211.0,8997660.0,211.0,8929344.0,136384@schule.nrw.de,http://www.ghs-bernburger.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350373.0,5674935.0,,51.206192,6.858024,Hauptschule,Öffentlich,Düsseldorf,Schule am Eller Forst Städt. Gemeinschaftshauptschule,2118997660.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Hauptschule,,,20,6.7,0,1,19,2,1,9,62,"2024,2023,2022",Unfallatlas,Düsseldorf-Eller,545,51.2022903,6.8532798,,Vennhauser Allee,1150,51.1989864,6.8461856,,Alt Eller,1262,51.2000683,6.8427725,,Vennhauser Allee,1145,51.1992301,6.8459166,1,Gerresheim S,1728,51.2208432,6.8663026,,Morper Straße,1916,51.2228488,6.8650938,,Am Ellerforst,51,51.2063358,6.8573328,,Brands Hof,298,51.2085113,6.855867,,Siedlung Freiheit,404,51.2095661,6.8601759,1,23,53,"1, 2, 3, 4",65.0,Bezirk 7,Düsseldorf,47652,0.7,8809.5,52.1,bezirk_estimated,3994,8382.6,31,65.1,295,620.1,213,447.7,77,161.6
136440,4.0,St.-Benedikt-Schule,Städt. Kath. Hauptschule,,"Düsseldorf, KH St.-Benedikt-Schule",1.0,40210,Düsseldorf,Charlottenstr. 110,211.0,8992875.0,211.0,8929353.0,136440@schule.nrw.de,http://www.st-benedikt-schule.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,345713.0,5677037.0,,51.22384,6.790462,Hauptschule,Öffentlich,Düsseldorf,St.-Benedikt-Schule Städt. Kath. Hauptschule,2118992875.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Hauptschule,,,236,78.7,1,31,204,75,72,127,51,"2024,2023,2022",Unfallatlas,Oststraße,239,51.2219944,6.7887066,,Pempelforter Straße,446,51.2278195,6.7896584,,Eingang A,454,51.2201424,6.7932295,,Charlottenstraße/Oststraße,131,51.2226772,6.7901697,,Klosterstraße,186,51.2246642,6.7881452,,Worringer Platz,352,51.2238859,6.7955107,3,Charlottenstraße/Oststraße,120,51.2227634,6.7904142,,Klosterstraße,188,51.2246694,6.7881173,,Oststraße,269,51.2225414,6.7871948,6,73,187,"1, 10, 11, 12, 13, 14, 16, 17, 18, 2, 3, 4, 5, 6, 7, 8, 9, W1, W2",75.0,Bezirk 1,Düsseldorf,89669,2.0,25170.0,52.1,bezirk_estimated,21476,23950.4,167,185.9,1589,1771.7,1147,1279.2,414,461.8
136505,4.0,Städtische Gemeinschaftshauptschule,Benrath,- Sekundarstufe I -,"Düsseldorf, GH Benrath",1.0,40597,Düsseldorf,Melanchthonstr. 2,211.0,8921828.0,,,136505@schule.nrw.de,http://www.ghs-benrath.de,1.0,10042.0,5111000.0,1.0,01.08.1973,EPSG:25832,350909.0,5670539.0,,51.16683,6.867516,Hauptschule,Öffentlich,Düsseldorf,Städtische Gemeinschaftshauptschule Benrath - Sekundarstufe I -,2118921828.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,,31,10.3,0,5,26,12,6,24,84,"2024,2023,2022",Unfallatlas,Schloss Benrath,501,51.1623833,6.8686762,,Kappeler Straße,721,51.1622443,6.8602084,,Urdenbacher Allee,743,51.1620826,6.8750211,,Schloss Benrath,480,51.1625952,6.8688718,2,Kappeler Straße,702,51.1622638,6.8605664,,Urdenbacher Allee,742,51.1620964,6.8750215,1,"Bus (51.1668, 6.8691)",112,51.1667513,6.8691124,,Erich-Müller-Straße,344,51.164332,6.8704257,,Benrath Rathaus,369,51.1636012,6.8662968,,22,96,"1, 10, 11, 12, 13, 2, 3, 4, 5, 6, 7, 8, 9, de.05111000.forststrasse",65.0,Bezirk 10,Düsseldorf,24612,0.5,6292.5,52.1,bezirk_estimated,1474,5987.6,11,46.5,109,442.9,79,319.8,28,115.5
