schulnummer,schulname,schulart,strasse,plz,ortsteil,bezirk,telefon,email,website,leitung
02K07,Georg-Weerth-Schule,Integrierte Sekundarschule,Eckertstr. 16A,10249,Friedrichshain,,+49 30 246567211,%09info@georg-weerth-schule.de,https://www.georg-weerth-schule.de,"Stanicki, Ulrike"
03K04,Gustave-Eiffel-Schule,Integrierte Sekundarschule,Hanns-Eisler-Str. 78-80,10409,Prenzlauer Berg,,+49 30 42809070,sekretariat@ges.schule.berlin.de,http://www.gustave-eiffel-schule.de,"Bredenbeck, Ilka"
12K05,Gustav-Freytag-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Breitkopfstr. 66-80,13409,Reinickendorf,,+49 30 4958031,%0912K05@12K05.schule.berlin.de,https://www.gustav-freytag-schule.berlin,"Gottschalk,Grit"
07K03,Gustav-Heinemann-Oberschule,Integrierte Sekundarschule,Tirschenreuther Ring 48,12279,Marienfelde,,+49 30 902774132,Sekretariat@ghoberlin.de,http://gho.berlin,"Hintze, Carsten"
07K09,Gustav-Langenscheidt-Schule,Integrierte Sekundarschule,Belziger Str. 43-51,10823,Schöneberg,,+49 30 902777165,schulleitung@langenscheidt.schule.berlin.de,http://www.gustav-langenscheidt-schule.de,"Kozelnik, Sandra"
11K04,Gutenberg-Schule,Integrierte Sekundarschule,Sandinostr. 10,13055,Alt-Hohenschönhausen,,+49 30 9711565,%09sekretariat@gutenberg.schule.berlin.de,https://www.gutenberg-oberschule-berlin.de,"Haße, Suzann"
03K08,Hagenbeck-Schule,Integrierte Sekundarschule,Gustav-Adolf-Str. 60,13086,Weißensee,,+49 30 96275050,info@hagenbeck-schule.de,http://www.hagenbeck-schule.de,"Körner, Kerstin"
09K06,Hans-Grade-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Heubergerweg 37,12487,Johannisthal,,+49 30 6360961,%0909K06@09K06.schule.berlin.de,https://hans-grade-schule.de,"Dr. Schulze, Peter Michael"
02K03,Hector-Peterson-Schule,Integrierte Sekundarschule,Tempelhofer Ufer 15,10963,Kreuzberg,,+49 30 50587711,sekretariat@hps-berlin.schule,https://hps-berlin.schule,"Eichel, Michael"
01K09,Hedwig-Dohm-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Stephanstr. 27,10559,Moabit,,+49 30 38377131,01K09@01K09.schule.berlin.de,https://hedwig-dohm-os.de,"Uhlmann, Anke"
05K04,Heinrich-Böll-Oberschule (Integrierte Sekundarschule),Integrierte Sekundarschule,Am Forstacker 9-9a,13587,Hakenfelde,,+49 30 27578560,%09hbo@boell-schule.de,https://boell-schule.de,"Faak, Birgit"
08K04,Heinrich-Mann-Schule,Integrierte Sekundarschule,Gerlinger Str. 22,12353,Buckow,,+49 30 742080,%0908K04@08K04.schule.berlin.de,https://heinrichmannschule.de,N.N.
03K05,Heinz-Brandt-Schule,Integrierte Sekundarschule,Langhansstr. 120,13086,Weißensee,,+49 30 9251208,03K05@03K05.schule.berlin.de,https://heinz-brandt-schule.de,"Pech, Miriam"
06K10,Helene-Lange-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Lauenburger Str. 110-114,12169,Steglitz,,+49 30 902992345,%0906K10@06K10.schule.berlin.de,https://www.helene-lange-schule-steglitz.de,"Sarioglu, Zeynep"
01K07,Hemingway-Schule,Integrierte Sekundarschule,Gartenstr. 10-17,10115,Mitte,,+49 30 200892210,sekretariat@hemingway-schule.de,https://www.hemingway-schule.de,"Fournell, Lutz"
01K06,Herbert-Hoover-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Pankstr. 18-19,13357,Gesundbrunnen,,+49 30 46906340,schulleitung@hhs-berlin.de,https://www.hhs-berlin.de,"Natz, Jane"
08K02,Hermann-von-Helmholtz-Schule,Integrierte Sekundarschule,Wutzkyallee 68-78,12353,Gropiusstadt,,+49 30 6097170,%09info@hvhschule.de,https://www.hvhschule.de,"Fischler, Kerstin"
03K10,Hufeland-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Walter-Friedrich-Str. 16-18,13125,Buch,,+49 30 94800610,sekretariat@hufelandschule.berlin,https://www.hufelandschule.berlin,"Dr. Mehrländer, Andrea"
07K11,Hugo-Gaudig-Schule,Integrierte Sekundarschule,Boelckestr. 58-60,12101,Tempelhof,,+49 30 902772666,07K11@07K11.schule.berlin.de,http://www.hugo-gaudig-schule.de,"Dohrmann, Jasmin"
10K13,Integrierte Sekundarschule Mahlsdorf,Integrierte Sekundarschule,An der Schule 47,12623,Mahlsdorf,,+49 30 56554523,%09sekretariat@10K13.schule.berlin.de,http://www.iss-mahlsdorf.de,"Fricke, Sibylle"
04K07,Integrierte Sekundarschule Wilmersdorf,Integrierte Sekundarschule,Kranzer Str. 3,14199,Schmargendorf,,+49 30 897845910,sekretariat@sekundarschule-wilmersdorf.schule.berlin.de,https://www.sekundarschule-wilmersdorf.de,"Schult, Martina"
09K04,Isaac-Newton-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Zeppelinstr. 80-88,12459,Oberschöneweide,,+49 30 5350708,sekretariat@isaac-newton-schule.de,http://www.isaac-newton-schule.de,"Glaser, Elke"
03K09,Janusz-Korczak-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Dolomitenstr. 94,13187,Pankow,,+49 30 47909940,03K09@03K09.schule.berlin.de,https://jks-pankow.de,"Drobeck, Katrin"
12K07,Jean-Krämer-Schule (Integrierte Sekundarschule) Wittenau,Integrierte Sekundarschule,Alt-Wittenau 8-12,13437,Wittenau,,+49 30 22503360,sekretariat@12K07.schule.berlin.de,https://www.jks.berlin,"Dr. Rosen, Steffi"
10K05,Jean-Piaget-Schule,Integrierte Sekundarschule,Mittenwalder Str. 5,12629,Hellersdorf,,+49 30 9980793,Sekretariat@Piaget.Schule.Berlin.de,http://www.piaget-schule-berlin.de,"Engel, Marion"
07K07,Johanna-Eck-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Ringstr. 103-106,12105,Tempelhof,,+49 30 902772676,%09sekretariat@johanna-eck.schule.berlin.de,https://johanna-eck-schule.de,"Heinrich, Robert"
10K08,Johann-Julius-Hecker-Schule,Integrierte Sekundarschule,Hohenwalder Str. 2,12689,Marzahn,,+49 30 93020910,sekretariat@hecker.schule.berlin.de,http://www.johann-julius-hecker-schule.de,"Harwardt, Jana"
06K01,John-F.-Kennedy-Schule,Integrierte Sekundarschule,Teltower Damm 87-93,14167,Zehlendorf,,+49 30 901896800,%09highschool@jfksberlin.org,https://jfks.de,"Bartz, Robert"
04P23,Jüdische Traditionsschule,Integrierte Sekundarschule,Westfälische Str. 15,10709,Wilmersdorf,,+49 30 32678897,heike.michalak@jschule.de,https://www.jschule.de,"Michalak, Heike"
01P03,Jüdisches Gymnasium Moses Mendelssohn,Integrierte Sekundarschule,Große Hamburger Str. 27,10115,Mitte,,+49 30 726265700,eckstaedt@jgmm.de,https://jgmm.de,"Dr. Eckstaedt, Aaron"
12K01,Julius-Leber-Schule,Integrierte Sekundarschule,Treskowstr. 26-31,13507,Tegel,,+49 30 43557090,12K01@12K01.schule.berlin.de,https://www.jls-berlin.de,"Auge, Thomas"
12P04,Katholische Schule Salvator,Integrierte Sekundarschule,Fürst-Bismarck-Str. 8-10,13469,Waidmannslust,,+49 30 4111198,sekretariat@kss.schulerzbistum.de;%20sekretariat@kss-gs.schulerzbistum.de,https://salvator.net;%20https://salvator-grundschule.de,"Malz, Ralf; Pritsch, Thomas"
07P01,Katholische Schule Sankt Franziskus (Integrierte Sekundarschule),Integrierte Sekundarschule,Hohenstaufenstr. 1-2,10781,Schöneberg,,+49 30 91429480,sekretariat@kssf.schulerzbistum.de,https://kssf-berlin.de,"Schröder, Martin"
08P04,Katholische Schule Sankt Marien,Integrierte Sekundarschule,Donaustr. 58,12043,Neukölln,,+49 30 39881620,sekretariat@kssm.schulerzbistum.de,https://marienschule-berlin.de,Rahner Theresa
08K12,Kepler-Schule,Integrierte Sekundarschule,Zwillingestr. 21-29,12057,Neukölln,,+49 30 221994400,08K12@08K12.schule.berlin.de,https://kepler-schule.de,"Düppe, Nadine"
10K03,Kerschensteiner-Schule,Integrierte Sekundarschule,Golliner Str. 2,12689,Marzahn,,+49 30 93449920,sekretariat@k-iss.schule.berlin.de,https://www.k-iss.de,"Halfpap, Jens"
06P06,Königin-Luise-Stiftung,Integrierte Sekundarschule,Podbielskiallee 78,14195,Dahlem,,+49 30 841813,info@kls-berlin.de,http://www.koenigin-luise-stiftung.de,"Dr. Schönleber, M.; Kaiser, A.; Broschkowski, M."
03K03,Konrad-Duden-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Rolandstr. 35,13156,Niederschönhausen,,+49 30 4450959,%0903K03@03K03.schule.berlin.de,https://www.isskd.de,"Küchler, Christine"
10K09,Konrad-Wachsmann-Schule,Integrierte Sekundarschule,Geithainer Str. 12,12627,Hellersdorf,,+49 30 9918101,sekretariat@konrad-wachsmann.schule.berlin.de,http://www.konrad-wachsmann-schule.de,"Reich, Susanne"
06K03,Kopernikus-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Lepsiusstr. 24-28,12163,Steglitz,,+49 30 79744260,buero@kos-mail.de,http://www.kopernikus-oberschule.de,"Maedebach, Beate"
11K15,Kosmos-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Allee der Kosmonauten 22,10315,Lichtenberg,,+49 30 2639760000,sekretariat@11K15.schule.berlin.de,https://iss.adkosmos.eu,"Dr. Albertus, Michael"
03K01,Kurt-Schwitters-Schule,Integrierte Sekundarschule,Greifswalder Str. 25,10405,Prenzlauer Berg,,+49 30 42847811,03K01@03K01.schule.berlin.de,https://www.kurt-schwitters.schule,"Hentschel, Yvonne (komm.)"
03K02,Kurt-Tucholsky-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Neumannstr. 9-11,13189,Pankow,,+49 30 4799000,%09%09sekretariat1@kto-berlin.de,https://www.kto-berlin.de,"Haße, Suzann"
05K01,Martin-Buber-Oberschule (Integrierte Sekundarschule),Integrierte Sekundarschule,Im Spektefeld 33,13589,Falkenhagener Feld,,+49 30 3758640,%09info@martin-buber-oberschule.de,http://www.martin-buber-oberschule.de,"Thießen, Hans Holger"
12K03,Max-Beckmann-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Auguste-Viktoria-Allee 37,13403,Reinickendorf,,+49 30 4134081,schulleitung@m-b-o.net,http://www.m-b-o.net,"Schönefeld, Uwe"
06K08,Max-von-Laue-Schule,Integrierte Sekundarschule,Dürerstr. 27,12203,Lichterfelde,,+49 30 84414920,Sekretariat@mvl.schule.berlin.de,http://www.max-von-laue-oberschule.de,"Bothmann, Irina"
11K13,May-Ayim-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Storkower Str. 209B,10369,Fennpfuhl,,+49 30 31519705,11K13@11K13.schule.berlin.de,https://May-Ayim-Schule.de,"Dr. Westphal, Alexander (komm.)"
09K01,Merian-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Hoernlestr. 80,12555,Köpenick,,+49 30 6571249,Sekretariat-Hoernlestrasse@09K01.schule.berlin.de,http://www.merian.schule,"Schulz-Brüssel, Martina"
11K02,Mildred-Harnack-Schule,Integrierte Sekundarschule,Schulze-Boysen-Str. 12,10365,Lichtenberg,,+49 30 5594105,%09sekretariat@mh.schule.berlin.de,http://www.mildred-harnack-schule.de,"Rüffert, Michael"
12P14,Montessori Campus am Tegeler Forst,Integrierte Sekundarschule,Gabrielenstr. 12-18,13507,Tegel,,+49 30 68405070,%09sekretariat@montessori-tegel.de,https://montessori-tegel.de,"Hennemann, Sandra; Friedrich, Marianne"
04K04,Nelson-Mandela-Schule,Integrierte Sekundarschule,Pfalzburger Str. 30,10717,Wilmersdorf,,+49 30 86395360,%09schulleitung@nelson-mandela-schule.net,https://www.nelson-mandela-schule.net,"Sturm, Lars"
09P21,NEWSchool (Integrierte Sekundarschule) (KEIN Schulbetrieb),Integrierte Sekundarschule,Lohmühlenstr. 65,12435,Alt-Treptow,,+49 30 34649310,info@newschool.de,http://www.newschool.de,"Henschke, Kirsten"
08K03,Otto-Hahn-Schule,Integrierte Sekundarschule,Buschkrugallee 63,12359,Britz,,+49 30 62739790,sekretariat@ohs.berlin,https://ohs.berlin,"Koglin, Andrè"
04K09,Otto-von-Guericke-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Eisenzahnstr. 47-48,10709,Wilmersdorf,,+49 30 860085310,kontakt@ovgos.de,http://www.ovgos.de,"Hirsch, Steffi"
12K04,Paul-Löbe-Schule,Integrierte Sekundarschule,Lindauer Allee 23-25,13407,Reinickendorf,,+49 30 4957026,12K04@12K04.schule.berlin.de,https://www.paul-loebe-schule.de,"Blau, Sylvana"
11K11,Paul-Schmidt-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Malchower Weg 54,13053,Alt-Hohenschönhausen,,+49 30 9864885,11k11@11k11.schule.berlin.de,http://www.paul-schmidt-schule.de,"Steg, Simone"
03P45,PepperMont Freie Sekundarschule für ganzheitliches Lernen,Integrierte Sekundarschule,Greifswalder Str. 88,10409,Prenzlauer Berg,,+49 30 44383962,%09info@peppermont-pfefferwerk.de,https://www.pfefferwerk.de,"Szombati, János"
06S01,Pestalozzi-Schule,Integrierte Sekundarschule,Hartmannsweilerweg 47,14163,Zehlendorf,,+49 30 902995760,epost@pestalozzi-schule-berlin.de,http://www.pestalozzi-schule-berlin.de,"Winterhof, Dorothea"
04K08,Peter-Ustinov-Schule,Integrierte Sekundarschule,Kuno-Fischer-Str. 22-26,14057,Charlottenburg,,+49 30 303286610,sekretariat@peter-ustinov-schule.de,https://peter-ustinov-schule.de,"Lange, Stefan"
11K09,Philipp-Reis-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Werneuchener Str. 15,13055,Alt-Hohenschönhausen,,+49 30 97104911,info@philipp-reis-oberschule.de,https://www.philipp-reis-oberschule.de,"Hübeler, Jennifer"
12P07,Private Goethe-Schulen,Integrierte Sekundarschule,Wittenauer Str. 112,13435,Wittenau,,+49 30 40399849,sekretariatgoetheschulenberlin@gmail.com,http://goethe-grundschule.bifiz.de,"Berger, Oxana; Kaiser, Elvira; Hirschnitz, Martin"
06P11,Private Kant-Schule,Integrierte Sekundarschule,Körnerstr. 11,12169,Steglitz,,+49 30 79000360,info@kant-oberschule.de,http://www.kant-oberschule.de,"Seidel, Tuomas"
04P42,Private Kant-Schule - Berlin International School,Integrierte Sekundarschule,Lentzeallee 8-14,14195,Schmargendorf,,+49 30 82007790,office@berlin-international-school.de,http://www.berlin-international-school.de,"Sandin-Baumann, Sandin; Day Clark, Tanya"
01P49,Quinoa-Schule Freie Sekundarschule Berlin Wedding,Integrierte Sekundarschule,Kühnemannstr. 26,13409,Gesundbrunnen,,+49 30 983224100,info@quinoa-bildung.de,https://www.quinoa-bildung.de,"Pavlakidis, Pantelis"
02K08,Refik-Veseli-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Skalitzer Str. 55,10997,Kreuzberg,,+49 30 22503511,schulleitung@rvs.schule.berlin.de,https://www.refik-veseli-schule.eu,"Groscurth, Simon"
03K06,Reinhold-Burger-Schule,Integrierte Sekundarschule,Neue Schönholzer Str. 32,13187,Pankow,,+49 30 49979940,Sekretariat@03k06.schule.berlin.de,https://www.reinhold-burger-schule.de,"Dr. Stockebrand-Yildiz, Sakine"
04K03,Robert-Jungk-Schule,Integrierte Sekundarschule,Sächsische Str. 58,10707,Wilmersdorf,,+49 30 8639280,schulleitung@r-j-o.de,http://www.Robert-Jungk-Oberschule.de,"Berger, Birgit"
08K09,Röntgen-Schule,Integrierte Sekundarschule,Wildenbruchstr. 53,12435,Alt-Treptow,,+49 30 29027640,08K09@08K09.schule.berlin.de,https://www.roentgen-sekundarschule.de,"Schlecker-Feldt, Michael"
10K01,Rudolf-Virchow-Schule,Integrierte Sekundarschule,Glambecker Ring 90,12679,Marzahn,,+49 30 930298180,kontakt@rvo-berlin.de,http://www.rvo-berlin.de,"Hoffmann, Gabriela"
08S08,Schilling-Schule,Integrierte Sekundarschule,Paster-Behrens-Str. 81,12359,Britz,,+49 30 6000272,schulleitung@schillingschule.de,http://www.schillingschule.de,"Seefeld, Andreas"
11A07,Schul- und Leistungssportzentrum Berlin (Sportforum),Integrierte Sekundarschule,Fritz-Lesch-Str. 35,13053,Alt-Hohenschönhausen,,+49 30 983185205,sekretariat@slzb.de,http://www.slzb.de,"Endesfelder, Klaus"
07K13,Schule am Berlinickeplatz (Integrierte Sekundarschule),Integrierte Sekundarschule,Alt-Tempelhof 53-57,12103,Tempelhof,,+49 30 902772641,kontakt@schule-am-berlinickeplatz.de,https://schule-am-berlinickeplatz.de,"Held, Michael"
11S05,Schule am grünen Grund,Integrierte Sekundarschule,Herzbergstr. 79,10365,Lichtenberg,,+49 30 5436709,%09sekretariat@gruener-grund.schule.berlin.de,,"Weinmar, Lars"
05S01,Schule am Grüngürtel,Integrierte Sekundarschule,Askanierring 42,13585,Spandau,,+49 30 437287910,%09sekretariat@05G30.schule.berlin.de,http://schule-am-gruenguertel.de,"Dudkowiak, Anja"
02K05,Schule am Königstor (Integrierte Sekundarschule),Integrierte Sekundarschule,Weinstr. 3,10249,Friedrichshain,,+49 30 447283411,sekretariat@koenigstor.schule.berlin.de,https://www.schuleamkoenigstor.de,Dr. Bettina Theben
