schulnummer,schulname,strasse,plz,ort,website,email,school_type,traegerschaft,traeger,fax,phone,director,latitude,longitude,adresse,data_source,data_retrieved,bundesland,stadt,traffic_accidents_total,traffic_accidents_fatal,traffic_accidents_serious_injury,traffic_accidents_minor_injury,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_safety_score,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_6ba22856-aed4-4616-9b6a-51e3c0ada234,"Grundschule München, Großhaderner Straße 50",Großhaderner Str. 50,81375,München,,,Grundschulen,,,,,,48.121537,11.482279,"Großhaderner Str. 50, 81375 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,60,1,0,59,21,4,0,Unknown,497.0,48.11866,11.487407,,Unknown,513.0,48.118448,11.487419,,Haderner Stern,605.0,48.118383,11.488922,,Gondrellplatz,670.0,48.124467,11.490171,1,,,,,,,,,,,Schulbus,134.0,48.122475,11.481151,,Haderunstraße,222.0,48.122299,11.479517,,Großhaderner Straße,239.0,48.119457,11.481466,,71,1,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_c571b58d-00ed-42ce-9564-322c551bbce6,"Grundschule München, Camerloherstraße 110",Camerloherstr. 110,80689,München,,,Grundschulen,,,,,,48.135015,11.493003,"Camerloherstr. 110, 80689 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,30,0,1,29,17,5,40,Unknown,564.0,48.135369,11.500581,E,Unknown,570.0,48.135605,11.500633,F,Laimer Platz,668.0,48.135461,11.501976,,Agnes-Bernauer-Platz,576.0,48.139933,11.495425,,Agnes-Bernauer-Platz,595.0,48.139775,11.496663,,Willibaldplatz,715.0,48.140847,11.488942,,Stroblstraße,127.0,48.136148,11.493172,,Laimer Platz,476.0,48.135076,11.499422,,Laimer Platz,496.0,48.135205,11.499678,,47,E; F,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_97455984-841f-4000-a9df-51ee382cfb27,"Grundschule München, Canisiusplatz 2",Canisiusplatz 2,81377,München,,,Grundschulen,,,,,,48.113727,11.480761,"Canisiusplatz 2, 81377 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,71,0,7,64,30,9,0,Unknown,276.0,48.113714,11.477043,,Unknown,292.0,48.115377,11.477699,,Großhadern,300.0,48.114805,11.477062,,,,,,,,,,,,,,,,,Platanenstraße,189.0,48.114656,11.482892,,Platanenstraße,198.0,48.114722,11.482966,,Platanenstraße,221.0,48.11445,11.483531,,64,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_51e3c8bb-21e0-44d5-b960-c75783ae41e7,"Grundschule München, Gänselieselstraße 33",Gänselieselstr. 33,81739,München,,,Grundschulen,,,,,,48.081534,11.677654,"Gänselieselstr. 33, 81739 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,11,0,0,11,6,3,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salzmannstraße,70.0,48.081264,11.67681,221,Am Hain,270.0,48.083208,11.680291,,Am Hain,275.0,48.083274,11.68028,,30,221,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_b03ced47-b3e5-4a53-bcf2-48a7703b57d9,"Grundschule München, Fürstenrieder Straße 30",Fürstenrieder Str. 30,80686,München,,,Grundschulen,,,,,,48.139112,11.502666,"Fürstenrieder Str. 30, 80686 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,164,0,12,152,75,26,0,Unknown,376.0,48.135731,11.502765,D,Unknown,404.0,48.135513,11.503376,A,Laimer Platz,409.0,48.135461,11.501976,,Fürstenrieder Straße,46.0,48.139394,11.503119,,Fürstenrieder Straße,93.0,48.13971,11.503546,2,Fürstenrieder Straße,106.0,48.139687,11.503798,1,Fürstenrieder Straße,45.0,48.139335,11.503179,4,Fürstenrieder Straße,106.0,48.140035,11.503037,3,Laimer Platz,362.0,48.135859,11.502887,,56,1; 2; 3; 4; A; D,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_afcc59de-48de-4b95-ae2c-536d8907852a,"Grundschule München, Grandlstraße 5",Grandlstr. 5,81247,München,,,Grundschulen,,,,,,48.163598,11.463178,"Grandlstr. 5, 81247 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,38,0,5,33,14,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wöhlerstraße,138.0,48.164773,11.46257,,Wöhlerstraße,155.0,48.164769,11.464312,,Dorfstraße,237.0,48.164772,11.465851,,27,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_4288ad20-e287-4f57-ad2c-50d542871dcc,"Grundschule München, Rennertstraße 10",Rennertstr. 10,81739,München,,,Grundschulen,,,,,,48.094628,11.639253,"Rennertstr. 10, 81739 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,24,0,2,22,10,6,52,Unknown,241.0,48.09369,11.642172,B,Therese-Giehse-Allee,257.0,48.09473,11.642716,,Unknown,304.0,48.095513,11.643133,A,,,,,,,,,,,,,,,,Wolframstraße,253.0,48.095033,11.635901,,Wolframstraße,279.0,48.094821,11.635506,,Schulbus,377.0,48.097678,11.641456,,72,A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_0a614bfe-c1e0-4f58-8cec-7f600eb6a4df,"Grundschule München, Berner Str. 6",Berner Str. 6,81476,München,,,Grundschulen,,,,,,48.096914,11.49396,"Berner Str. 6, 81476 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,21,0,1,20,9,1,58,"Züricher Straße, Winterthurer Straße",342.0,48.095178,11.497754,E,"Forstenrieder Allee, Knöpflerstraße",365.0,48.09484,11.49777,D,"Forstenrieder Allee, Ammerlandstraße",367.0,48.095346,11.498301,F,,,,,,,,,,,,,,,,Forstenrieder Allee,398.0,48.094695,11.498162,,Forstenrieder Allee,427.0,48.094489,11.498423,,Forstenrieder Allee,435.0,48.094603,11.498682,,24,D; E; F,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_6cb2483e-0723-4073-b2b0-d749f8074053,"Grundschule München, Königswieser Straße 7",Königswieser Str. 7,81475,München,,,Grundschulen,,,,,,48.083126,11.483549,"Königswieser Str. 7, 81475 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,42,0,5,37,14,3,16,Unknown,520.0,48.087707,11.482117,,Unknown,552.0,48.088004,11.482201,,Unknown,604.0,48.088305,11.48108,,,,,,,,,,,,,,,,,Vinzenz-Schüpfer-Straße,43.0,48.083491,11.483741,,Vinzenz-Schüpfer-Straße,43.0,48.083466,11.483827,,Allgäuer Straße,174.0,48.082018,11.485199,,32,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_6edb2d81-8c02-45ad-9bf7-9be80842008b,"Grundschule München,  Führichstraße 53",Führichstr. 53,81671,München,,,Grundschulen,,,,,,48.115952,11.615494,"Führichstr. 53, 81671 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,90,0,5,85,26,5,0,Unknown,477.0,48.11835,11.610173,C,Unknown,492.0,48.118103,11.609699,D,Unknown,506.0,48.12035,11.617252,F,,,,,,,,,,,,,,,,Unknown,60.0,48.116183,11.614767,,Ramersdorf,103.0,48.115564,11.614238,,Ramersdorf,138.0,48.115648,11.613695,,48,C; D; F,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_ccd09e07-76f6-4ffe-83ab-48297e276ea1,"Grundschule München, Implerstraße 35",Implerstr. 35,81371,München,,,Grundschulen,,,,,,48.120736,11.548723,"Implerstr. 35, 81371 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,115,1,14,100,71,20,0,Unknown,41.0,48.121094,11.548587,B,Unknown,56.0,48.121152,11.548307,A,Implerstraße,63.0,48.120199,11.548451,,,,,,,,,,,,,,,,,Implerstraße,157.0,48.119328,11.548807,2,Implerstraße,161.0,48.119295,11.548979,,Implerstraße,225.0,48.118731,11.548329,1,82,1; 2; A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_02d27ddb-2130-4364-94e4-a4ead07d2d58,"Grundschule München, Gebelestraße 2",Gebelestr. 2,81679,München,,,Grundschulen,,,,,,48.15065,11.610633,"Gebelestr. 2, 81679 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,75,0,5,70,29,3,0,Unknown,469.0,48.149196,11.616569,A,Unknown,506.0,48.148561,11.61669,B,Unknown,509.0,48.148432,11.616639,,Herkomerplatz,139.0,48.150858,11.608792,,Effnerplatz,241.0,48.152039,11.613121,,Bundesfinanzhof,458.0,48.148302,11.605557,,Herkomerplatz,65.0,48.150995,11.609924,,Herkomerplatz,81.0,48.150769,11.609559,4,Herkomerplatz,113.0,48.15082,11.609138,5,72,4; 5; A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_2acb7d31-915d-40a9-adcf-27b38251fa48,"Grundschule München, Klenzestraße 48",Klenzestr. 48,80469,München,,,Grundschulen,,,,,,48.129364,11.571759,"Klenzestr. 48, 80469 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,186,0,13,173,119,28,0,Unknown,124.0,48.130089,11.573032,A,Unknown,154.0,48.130178,11.573439,B,Fraunhoferstraße,174.0,48.129429,11.574103,,Müllerstraße,202.0,48.131121,11.571048,,Müllerstraße,261.0,48.131698,11.572164,,Fraunhoferstraße,299.0,48.128394,11.575511,,Fraunhoferstraße,128.0,48.130226,11.572905,,Müllerstraße,246.0,48.131546,11.571184,,Fraunhoferstraße,391.0,48.12808,11.57667,,104,A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_b54543c4-12c8-4ccf-a950-2ad841f9adb2,"Grundschule München, Konrad-Celtis-Straße 44",Konrad-Celtis-Str. 44,81369,München,,,Grundschulen,,,,,,48.11121,11.527402,"Konrad-Celtis-Str. 44, 81369 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,44,0,1,43,11,5,12,Unknown,635.0,48.116879,11.526416,B,Partnachplatz,639.0,48.116941,11.526726,,Unknown,649.0,48.117028,11.526633,A,,,,,,,,,,,,,,,,Friedrich-Hebbel-Straße,141.0,48.112143,11.526109,,Grünstraße,163.0,48.109967,11.526242,,Grünstraße,165.0,48.109947,11.526244,,48,A; B,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_94c9d5ee-7394-4f13-af18-885253720f7c,"Grundschule München, Astrid-Lindgren-Straße 11",Astrid-Lindgren-Str. 11,81829,München,,,Grundschulen,,,,,,48.130215,11.705812,"Astrid-Lindgren-Str. 11, 81829 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,15,0,0,15,10,5,70,Unknown,332.0,48.13311,11.704732,,Unknown,376.0,48.133385,11.704036,,Unknown,389.0,48.133384,11.703589,,,,,,,,,,,,,,,,,Selma-Lagerlöf-Straße,229.0,48.129742,11.70281,,Selma-Lagerlöf-Straße,254.0,48.129564,11.702537,,Messestadt Ost,362.0,48.133219,11.703926,,38,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_85194e15-e1e5-4ae8-9b2b-d2cb15dd275a,"Grundschule München,  Markgrafenstraße 33",Markgrafenstr. 33,81827,München,,,Grundschulen,,,,,,48.10881,11.675893,"Markgrafenstr. 33, 81827 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,12,0,0,12,5,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markgrafenstraße,282.0,48.110718,11.673385,,Markgrafenstraße,305.0,48.110981,11.673388,,Markgrafenstraße,306.0,48.111036,11.673471,,32,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_f6e1fb83-2a10-4a21-9b4a-87d642384e92,"Grundschule München,  Lincolnstraße 62",Lincolnstr. 62,81549,München,,,Grundschulen,,,,,,48.095453,11.59949,"Lincolnstr. 62, 81549 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,1,0,1,0,1,0,98,Fasangarten,534.0,48.093167,11.60582,,,,,,,,,,,,Schwanseestraße,897.0,48.103312,11.596778,,MVG Museum,905.0,48.103339,11.602505,,,,,,,Cincinnatistraße,346.0,48.092672,11.601572,,Cincinnatistraße,349.0,48.09274,11.601863,,Fasangarten,405.0,48.093165,11.603739,,33,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_d8ec70da-3c33-4483-b758-282951a5c2c3,"Grundschule München, Gertrud-Bäumer-Straße 19",Gertrud-Bäumer-Str. 19,80637,München,,,Grundschulen,,,,,,48.163702,11.546119,"Gertrud-Bäumer-Str. 19, 80637 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,84,1,8,75,49,13,0,,,,,,,,,,,,,,,,Heideckstraße,303.0,48.162881,11.54223,,Leonrodplatz,440.0,48.159792,11.547025,,Olympiapark Süd,479.0,48.162884,11.55246,,Leonrodplatz,467.0,48.15964,11.547728,,Leonrodplatz,498.0,48.159265,11.54703,,Schulbusse,599.0,48.160869,11.552991,,42,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_d228e2f9-2899-4540-a96b-99252b0d05a6,"Grundschule München, Gerastraße 6",Gerastr. 6,80993,München,,,Grundschulen,,,,,,48.184956,11.519088,"Gerastr. 6, 80993 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,38,0,4,34,23,3,24,Unknown,342.0,48.181945,11.520052,A,Moosacher St.-Martins-Platz,348.0,48.181835,11.518814,,Unknown,357.0,48.181835,11.517961,,Hugo-Troendle-Straße,704.0,48.17932,11.514767,,Pelkovenstraße,747.0,48.181067,11.510867,,,,,,,Merseburger Straße,194.0,48.186031,11.521145,,Bingener Straße,314.0,48.182494,11.521152,,Bingener Straße,335.0,48.182293,11.521208,,50,A,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_a54c8959-d0b4-4c26-bc7f-8304fb537b38,"Grundschule München, Bäckerstraße 58",Bäckerstr. 58,81241,München,,,Grundschulen,,,,,,48.138719,11.461158,"Bäckerstr. 58, 81241 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,33,0,2,31,16,7,34,,,,,,,,,,,,,,,,Rathaus Pasing,881.0,48.146625,11.460436,,Rathaus Pasing,886.0,48.146673,11.461899,,Offenbachstraße,892.0,48.146143,11.465725,,Siegmannstraße,148.0,48.137392,11.461122,,Siegmannstraße,158.0,48.137302,11.461266,,Siegmannstraße,160.0,48.137278,11.461249,,54,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_6fcf674d-5ef9-4bee-94c5-886080e3fb57,"Grundschule München, Lehrer-Wirth-Straße 31",Lehrer-Wirth-Str. 31,81829,München,,,Grundschulen,,,,,,48.128207,11.694105,"Lehrer-Wirth-Str. 31, 81829 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,14,0,2,12,10,1,72,Unknown,565.0,48.133057,11.691849,,Unknown,569.0,48.133057,11.691667,,Unknown,570.0,48.133056,11.691593,,,,,,,,,,,,,,,,,Lehrer-Wirth-Straße,147.0,48.129513,11.694409,,Lehrer-Wirth-Straße,153.0,48.129515,11.694762,,Helsinkistraße,371.0,48.12948,11.68948,,40,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_6142b7ec-3c2f-4c52-ade9-6fbfc111a6f9,"Grundschule München, Margarethe-Danzi-Straße 17",Margarethe-Danzi-Straße 17,80639,München,,,Grundschulen,,,,,,48.145907,11.499875,"Margarethe-Danzi-Straße 17, 80639 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,86,0,7,79,53,13,0,Laim,278.0,48.144497,11.502966,,,,,,,,,,,,Agnes-Bernauer-Platz,722.0,48.139775,11.496663,,Fürstenrieder Straße,741.0,48.13971,11.503546,2,Agnes-Bernauer-Platz,742.0,48.139933,11.495425,,Nymphenburg Süd,194.0,48.146459,11.502349,,Winfriedstraße,305.0,48.147421,11.5033,,Pronnerplatz,312.0,48.143782,11.497128,,28,2,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_59e295b5-472f-4334-8c98-eab8a51aae39,"Grundschule München, An der Schäferwiese 5",An der Schäferwiese 5,81245,München,,,Grundschulen,,,,,,48.159259,11.442066,"An der Schäferwiese 5, 81245 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,8,0,0,8,6,2,84,Langwied,828.0,48.163044,11.432452,,,,,,,,,,,,,,,,,,,,,,,,,,,Polkostraße,316.0,48.160407,11.445966,,Polkostraße,319.0,48.160333,11.446058,,Alte Allee,438.0,48.163046,11.443669,,22,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_1bbf419c-30c8-47cf-9977-9e77c9c9bcde,"Grundschule München, Helmholtzstraße 6",Helmholtzstr. 6,80636,München,,,Grundschulen,,,,,,48.144581,11.540685,"Helmholtzstr. 6, 80636 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,81,0,9,72,40,8,0,Donnersbergerbrücke,375.0,48.142669,11.536523,,Hackerbrücke,651.0,48.141964,11.548527,,Maillingerstraße,675.0,48.150182,11.544181,A,Marsstraße,104.0,48.14503,11.541916,,Deroystraße,354.0,48.144266,11.545439,,Donnersbergerstraße,402.0,48.146269,11.535895,,Donnersbergerstraße,391.0,48.146772,11.53657,,Donnersbergerstraße,425.0,48.145979,11.535351,,Donnersbergerbrücke,489.0,48.14267,11.534746,,71,A,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_1a6ff19e-e600-48c8-9162-fdec06e9ba5d,"Grundschule München, Fritz-Lutz-Straße 24",Fritz-Lutz-Str. 24,81929,München,,,Grundschulen,,,,,,48.145749,11.64378,"Fritz-Lutz-Str. 24, 81929 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,18,0,2,16,6,3,64,Daglfing,596.0,48.149637,11.649305,,,,,,,,,,,,,,,,,,,,,,,,,,,Marienburger Straße,154.0,48.147093,11.643303,,Marienburger Straße,164.0,48.147207,11.644131,,Hermann-Gmeiner-Weg,243.0,48.146444,11.640674,,41,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_e95775b9-dc6b-4d83-9b48-f6f16e5f4d9e,"Grundschule München, Agilolfingerplatz 1",Agilolfingerplatz 1,81543,München,,,Grundschulen,,,,,,48.115079,11.5657,"Agilolfingerplatz 1, 81543 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,51,1,5,45,20,10,0,Unknown,460.0,48.113748,11.57156,A,Unknown,493.0,48.113522,11.571912,,Candidplatz,493.0,48.1131,11.571645,,Tegernseer Landstraße,852.0,48.112219,11.576345,,Wettersteinplatz,933.0,48.10929,11.574805,,,,,,,Gerhardstraße,229.0,48.11305,11.566198,,Gerhardstraße,252.0,48.112822,11.566012,,Candidplatz,465.0,48.111832,11.569644,,66,A,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_246b181b-c181-44a5-a983-1dcfb7217188,"Grundschule München, Alfonsstraße 8",Alfonsstr. 8,80636,München,,,Grundschulen,,,,,,48.151597,11.543281,"Alfonsstr. 8, 80636 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,130,0,13,117,87,22,0,Maillingerstraße,148.0,48.150448,11.5443,B,Maillingerstraße,158.0,48.150509,11.544656,C,Maillingerstraße,171.0,48.150182,11.544181,A,Albrechtstraße,498.0,48.155647,11.540406,,Fasaneriestraße,640.0,48.157348,11.543532,,Rotkreuzplatz,707.0,48.153155,11.534039,,Maillingerstraße,146.0,48.150879,11.544933,,Maillingerstraße,160.0,48.150315,11.544273,,Landshuter Allee,377.0,48.151524,11.538195,,61,A; B; C,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_1ef3f78f-02b5-4e31-b0c1-2849fb6d7696,"Grundschule München, am Amphionpark, Welzenbachstraße 12",Welzenbachstr. 12,80992,München,,,Grundschulen,,,,,,48.175212,11.515395,"Welzenbachstr. 12, 80992 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,44,0,4,40,20,5,12,Unknown,725.0,48.181649,11.516919,D,Unknown,754.0,48.181877,11.517236,C,Unknown,761.0,48.181835,11.517961,,Hugo-Troendle-Straße,459.0,48.17932,11.514767,,Wintrichring,461.0,48.176054,11.521477,,Pelkovenstraße,733.0,48.181067,11.510867,,Amphionpark,194.0,48.173465,11.51535,,Amphionpark,208.0,48.173402,11.514667,,Wintrichring,390.0,48.175182,11.520648,,64,C; D,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_17ce255a-5546-4ae5-93ba-b2a3b5838cd1,"Grundschule München, Balanstraße 153",Balanstr. 153,81549,München,,,Grundschulen,,,,,,48.103922,11.606822,"Balanstr. 153, 81549 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,59,1,7,51,27,16,0,,,,,,,,,,,,,,,,MVG Museum,327.0,48.103339,11.602505,,Schwanseestraße,749.0,48.103312,11.596778,,Chiemgaustraße,839.0,48.106707,11.596324,,Ständlerstraße,95.0,48.103807,11.605553,,Ständlerstraße,124.0,48.104709,11.605639,,Görzer Straße Schule,198.0,48.104517,11.609338,,33,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_cc3f6697-31c2-455d-9ca2-239d5179ac00,"Grundschule München, Bad-Soden-Straße 27",Bad-Soden-Str. 27,80807,München,,,Grundschulen,,,,,,48.185792,11.582201,"Bad-Soden-Str. 27, 80807 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,108,0,8,100,49,6,0,Unknown,689.0,48.185952,11.572905,,Unknown,709.0,48.187332,11.572921,,Unknown,710.0,48.185847,11.572623,,Domagkstraße,638.0,48.183797,11.590265,,Schwabing Nord,677.0,48.186756,11.59122,,Anni-Albers-Straße,848.0,48.17977,11.589212,,Domagkstraße West,218.0,48.184287,11.584088,,Domagkstraße West,219.0,48.18474,11.584696,,Ingolstädter Straße,226.0,48.187229,11.584348,,61,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_56343086-a99b-4db0-b87f-99ea944bf980,"Grundschule München, am Bayernplatz, Hiltenspergerstraße 72",Hiltenspergerstr. 72,80796,München,,,Grundschulen,,,,,,48.165108,11.566796,"Hiltenspergerstr. 72, 80796 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,97,1,11,85,56,10,0,Unknown,260.0,48.163224,11.568867,,Unknown,267.0,48.163393,11.569321,,Hohenzollernplatz,338.0,48.162368,11.568765,,Herzogstraße,262.0,48.163508,11.564194,,Ackermannstraße,339.0,48.167892,11.564926,,Hohenzollernplatz,450.0,48.161162,11.568122,,Ackermannstraße,319.0,48.167845,11.56551,,Ackermannstraße,321.0,48.167848,11.565442,,Angererstraße,360.0,48.167487,11.570094,,78,,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_d34bcf54-4848-43fb-842d-a91d6c41a5f1,"Grundschule München, Bazeillesstraße  8",Bazeillesstr. 8,81669,München,,,Grundschulen,,,,,,48.125527,11.596659,"Bazeillesstr. 8, 81669 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,126,0,5,121,74,20,0,Rosenheimer Platz,486.0,48.129184,11.593075,,Unknown,516.0,48.127417,11.603013,F,Unknown,519.0,48.127873,11.602707,G,Rosenheimer Platz,420.0,48.128888,11.594089,,Ostbahnhof,613.0,48.128713,11.603392,,Ostbahnhof,618.0,48.128742,11.603454,,Orleansstraße,179.0,48.124986,11.598937,,Auerfeldstraße,201.0,48.12372,11.59647,,Auerfeldstraße,215.0,48.123632,11.596116,,68,F; G,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_e3fabe29-36f6-4e83-aba4-71f23b724981,"Grundschule München, Berg-am-Laim-Straße 142",Berg-am-Laim-Str. 142,81673,München,,,Grundschulen,,,,,,48.128394,11.629189,"Berg-am-Laim-Str. 142, 81673 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,71,0,5,66,30,12,0,Unknown,334.0,48.126332,11.63246,,Unknown,370.0,48.126359,11.633129,,Unknown,393.0,48.126146,11.633284,,Baumkirchner Straße,56.0,48.128457,11.629937,,Schlüsselbergstraße,493.0,48.129742,11.622855,,Mutschellestraße,699.0,48.126672,11.638248,,Baumkirchner Straße,144.0,48.128091,11.631071,3,Baumkirchner Straße,153.0,48.128203,11.631234,5,Neumarkter Straße,328.0,48.131253,11.628106,,42,3; 5,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_aa3495df-a302-482a-922e-dfab2e1a3324,"Grundschule München, Bergmannstraße 36",Bergmannstr. 36,80339,München,,,Grundschulen,,,,,,48.135428,11.536716,"Bergmannstr. 36, 80339 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,133,0,12,121,70,19,0,Unknown,262.0,48.13409,11.539625,G,Unknown,280.0,48.133556,11.534188,A,Unknown,282.0,48.134118,11.539976,H,Trappentreustraße,514.0,48.139958,11.535307,,Trappentreustraße,520.0,48.139991,11.535161,,Schrenkstraße,572.0,48.139631,11.541166,,Bergmannstraße,72.0,48.134927,11.537321,,Bergmannstraße,82.0,48.134917,11.537506,,Kazmairstraße,169.0,48.134949,11.534553,,69,A; G; H,100
BY-SCHUL_SCHULSTANDORTEGRUNDSCHULEN_54b0bc37-6944-4809-a822-1fea3ebd102b,"Grundschule München, Bernaysstraße 35",Bernaysstr. 35,80937,München,,,Grundschulen,,,,,,48.206077,11.579248,"Bernaysstr. 35, 80937 München","jedeschule.codefor.de (CC0, scraped from km.bayern.de)",2026-04-07,Bayern,München,14,0,2,12,7,2,72,Unknown,717.0,48.204821,11.569755,,Unknown,718.0,48.205124,11.56966,,Unknown,744.0,48.204797,11.569401,,,,,,,,,,,,,,,,,Dientzenhoferstraße,342.0,48.203344,11.577143,,Röblingweg,508.0,48.204323,11.572919,,Anton-Will-Straße,514.0,48.205194,11.586061,,36,,100
