schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved
3181,Carlo-Mierendorff-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",5-13,Gravensteiner-Platz 2,60435,Frankfurt am Main,Frankfurt am Main,Hessen,Preungesheim,50.1544,8.69753,+49 69 212 41910,+49 69 212 41940,poststelle.carlo-mierendorff-schule@stadt-frankfurt.de,http://www.cms-ffm.de/,Stadt Frankfurt am Main,,,Nicole Schiffer-Brams,Christian Schlag,1000.0,40.0,08:00 bis 17:15 Uhr,,Schule ohne Rassismus – Schule mit Courage,,,Deutsch,,Englisch,"Französisch, Spanisch, Weitere Sprachangebote, Spanisch, Ukrainisch",,"Englisch, Französisch, Spanisch, Weitere Sprachangebote, Spanisch, Ukrainisch",,Schule mit Ganztagsangeboten - Profil 2,"Angebote zur beruflichen Orientierung, AGs am Nachmittag, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,"Umweltschule, Schule ohne Rassismus","""Freunde und Förderer der Carlo-Mierendorff-Schule, IGS e.V."", E-Mail: foerderverein@cms-ffm.de",Sportangebote,Carlo Mierendorff (1897-1943) Widerstandskämpfer und führender Sozialdemokrat während der Nazizeit,,,,27.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/carlo-mierendorff-schule,carlo-mierendorff-schule,Frankfurt Schulwegweiser,2026-04-06
5003,Deutschherrenschule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Willemerstraße 24,60594,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.1044,8.69442,+49 69 212 35335,+49 69 212 34563,poststelle.deutschherrenschule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Verena Behr,N.N.,392.0,14.0,07:45 bis 13:05 Uhr,,,,,Deutsch,,Englisch,"Französisch, Italienisch, Bilingual, Italienisch",,"Englisch, Französisch, Italienisch, Bilingual, Italienisch",,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Pausenverkauf",,,"""Förderverein der Deutschherrenschule"", Ansprechpartner/in: Frau Nike Jaschinski",,Benannt nach dem in Sachsenhausen ansässigen Deutschen Orden,,,,14.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/deutschherrenschule,deutschherrenschule,Frankfurt Schulwegweiser,2026-04-06
3180,Edith-Stein-Schule,Haupt- und Realschule,weiterfuehrende-allgemeinbildende-schulen,"Haupt- und Realschule, Weiterführende allgemeinbildende Schule",5-10,Schaumburger Straße 66-68,65936,Frankfurt am Main,Frankfurt am Main,Hessen,Sossenheim,50.1188,8.55969,+49 69 212 42908,+49 69 212 42889,poststelle.edith-stein-schule@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Herr Morelli,Jeanette Soumah,480.0,18.0,siehe Erläuterung der Unterrichtszeit,,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Neue Technologien, Schwerpunkt Sport",,,Deutsch,,Englisch,"Französisch, Herkunftssprachlicher Unterricht, Italienisch",,"Englisch, Französisch, Herkunftssprachlicher Unterricht, Italienisch",Ganztagsangebote,,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"""Förderverein der Eduard-Spranger-Schule e.V."", Ansprechpartner/in: Herr Filgueira",Von der Stadtbücherei aufgebaut und organisiert.,"Edith Stein (1891–1942), Philosophin, Frauenrechtlerin, Theologin",,,,28.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/edith-stein-schule,edith-stein-schule,Frankfurt Schulwegweiser,2026-04-06
5102,Elisabethenschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",5-13,Holzhausenstraße 98,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1257,8.67553,+49 69 212 38663,,,,Stadt Frankfurt am Main,,,Stefan Neureiter,Achim Kaewnetara,1200.0,30.0,08:10 bis 13:25 Uhr,,"Schwerpunkt Musik, MINT-freundliche Schule, Schwerpunkt Sprachen",,,,,"Englisch, Spanisch","Englisch, Französisch","Italienisch, Weitere Sprachangebote, Spanisch","Englisch, Spanisch, Englisch, Französisch, Italienisch, Weitere Sprachangebote, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf, Schüleraustausch",,"Gütesiegel Studien- und Berufsorientierung, Prädikat: Schwerpunkt Musik, Schule ohne Rassismus - Schule mit Courage, Gesundheitsfördernde Schule, MINT-EC, Smart-School","Förderverein der Elisabethenschule, Telefon 49 69 212 35144",Von der Stadtbücherei aufgebaut und organisiert.,"Katharina Elisabeth Goethe, geb. Textor (1731-1808), Mutter Goethes",,,,15.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/elisabethenschule,elisabethenschule,Frankfurt Schulwegweiser,2026-04-06
4381,Erasmus Frankfurter Stadtschule,Grundschule,weiterfuehrende-allgemeinbildende-schulen,"Grundschule, Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Sonnemannstraße 9-11,60314,Frankfurt am Main,Frankfurt am Main,Hessen,,50.1100273,8.6973096,+49 69 90743640,+49 69 907436412,info@erasmus-schule.eu,http://www.erasmus-schule.eu,Private Träger,ASB Erasmus Frankfurter Stadtschule Grundschule gGmbH,Staatlich genehmigte Ersatzschule,Gerlinde Herd-Huber,,300.0,15.0,08:30 bis 16:00 Uhr,,Schwerpunkt Sprachen,,,Bilingual Deutsch/Englisch,,"Englisch, Spanisch, Weitere Sprachangebote, Latein, Französisch, Bilingual, Englisch, Spanisch",,,"Englisch, Spanisch, Weitere Sprachangebote, Latein, Französisch, Bilingual, Englisch, Spanisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Mittagessen",,,"""EAP Elternverein am Palmengarten""",Ganztagsangebote,Erasmus von Rotterdam,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/erasmus-frankfurter-stadtschule,erasmus-frankfurter-stadtschule,Frankfurt Schulwegweiser,2026-04-06
6001,Ernst-Reuter Schule 1,Gymnasiale Oberstufe,weiterfuehrende-allgemeinbildende-schulen,"Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",11-13,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Niederursel,50.1626,8.629,+49 69 212 32000,+49 69 212 32001,poststelle.ernst-reuter-schule-I@stadt-frankfurt.de,http://www.ernst-reuter-schule1.de,Stadt Frankfurt am Main,,,Martin Schroeder,,,,07:50 bis 17:40 Uhr,,"Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sprachen",,,,,Englisch,"Französisch, Italienisch, Spanisch","Französisch, Italienisch, Spanisch","Englisch, Französisch, Italienisch, Spanisch, Französisch, Italienisch, Spanisch",,,"AGs am Nachmittag, Förderung der Deutschkenntnisse, Kooperationspartner, Mittagessen, Pausenverkauf, Schülerzeitung",,,,,"Ernst Reuter (1889-1953), Politiker",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/ernst-reuter-schule-i,ernst-reuter-schule-i,Frankfurt Schulwegweiser,2026-04-06
6059,Ernst-Reuter-Schule II,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Niederursel,50.1626,8.629,+49 69 212 35531,+49 69 212 32083,poststelle.ernst-reuter-schule-ii@stadt-frankfurt.de,http://www.ersii.de,Stadt Frankfurt am Main,,,Jens Lischka-Beermann,Sabine Stoiber,1194.0,48.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Musik, Schwerpunkt Sprachen, Schwerpunkt Naturwissenschaften",,,,,Englisch,"Spanisch, Französisch, Italienisch","Spanisch, Italienisch","Englisch, Spanisch, Französisch, Italienisch, Spanisch, Italienisch",Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Förderung besonderer Begabung, Ganztagsangebote, Gewaltprävention, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen",,"Umweltschule, Fair-Trade-Schule",https://damas-ers2.de/,Von der Stadtbücherei aufgebaut und organisiert.,"Ernst Reuter (1889-1953) , Politiker",,,,30.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/ernst-reuter-schule-ii,ernst-reuter-schule-ii,Frankfurt Schulwegweiser,2026-04-06
SW-europaeische-schule-frankfurt,Europäische Schule Frankfurt,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,,0None,Frankfurt am Main,Frankfurt am Main,Hessen,Niederursel,50.0972,8.66766,+49 69 9288740,+49 69 92887474,contact@eursc.org,http://www.eursc.org,Sonstige Träger,Europäische Mitgliedsstaaten,,Anastazija Avsec,,1600.0,,"Siehe ""Erläuterung zu der Unterrichtszeit""",,,,,Deutsch,"Englisch, Französisch, Deutsch","Englisch, Französisch, Deutsch, Sprachangebot",,,"Englisch, Französisch, Deutsch, Englisch, Französisch, Deutsch, Sprachangebot",,,"Ganztagsangebote, Ganztägig arbeitende Schule, Mittagessen",,,"""Elternverein der Europäischen Schule Frankfurt am Main"", www.esfparents.org",Angebote zur beruflichen Orientierung,Europäische Mitgliedsstaaten,,,Europäisches Abitur (Baccalaureat),,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/europaeische-schule-frankfurt,europaeische-schule-frankfurt,Frankfurt Schulwegweiser,2026-04-06
5010,Falkschule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Ludwigstraße 34-38,60327,Frankfurt am Main,Frankfurt am Main,Hessen,Gallus,50.1091,8.65824,+49 69 212 33526,+49 69 212 37615,poststelle.falkschule@stadt-frankfurt.de,http://falk.frankfurt.schule.hessen.de,Stadt Frankfurt am Main,,,Frau Lamik,Frau Helmand,403.0,16.0,08:00 bis 13:15 Uhr,,"Förderung der Deutschkenntnisse, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Schwerpunkt Musik, Schwerpunkt Kunst",,,Deutsch,,Englisch,Französisch,,"Englisch, Französisch",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Besondere Leseförderung, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot",,,,Videoproduktionen,Adalbert Falk (1827 - 1900) preußischer Kultusminister mit besonderem Engagement für die Realschulen,,,,21.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/falkschule,falkschule,Frankfurt Schulwegweiser,2026-04-06
SW-frankfurt-international-school,Frankfurt International School,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,An der Waldlust 15,61440,Oberursel,Frankfurt am Main,Hessen,,,,+49 6171 2024480,+49 6171 2024384,tina_awtani@fis.edu,http://www.fis.edu,Private Träger,Frankfurt International School e. V.,,Dr. Paul M. Fochtman,,1780.0,100.0,08:35 bis 15:10 Uhr,,"Angebote für neu aufgenommene Schüler, Förderung der Deutschkenntnisse, Hilfen zur Berufsorientierung, Internationale Ausrichtung, Schwerpunkt Mathematik, Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Naturwissenschaften, Schwerpunkt Neue Technologien, Schwerpunkt Sport, Schwerpunkt Sprachen",,,Englisch,,Deutsch,"Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Niederländisch, Schwedisch, Bilingual, Englisch",,"Deutsch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Japanisch, Koreanisch, Niederländisch, Schwedisch, Bilingual, Englisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote, Kooperationspartner, Mittagessen, Pausenverkauf",,,,Schülerzeitung,"Die Frankfurt International School ist ein Verein, der 1961 von 4 Elternpaaren in Frankfurt gegründet wurde und nach dem Erwerb eines großen Grundstückes in Oberursel seine Heimat fand.",,,Internationale englischsprachige private Ganztagsschule,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/frankfurt-international-school,frankfurt-international-school,Frankfurt Schulwegweiser,2026-04-06
SW-franzoesische-schule-lycee-victor-hugo,Französische  internationale Schule Lycée Victor Hugo,Grundschule,weiterfuehrende-allgemeinbildende-schulen,"Grundschule, Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Gontardstraße 11,60488,Frankfurt am Main,Frankfurt am Main,Hessen,Praunheim,50.1349768,8.6077897,+49 69 747498113,+49 69 747498142,secretariat@lfvh.net,https://www.lfvh.net/,Private Träger,Agence pour l'enseignement Francais à l'étranger (AEFE),Staatlich anerkannte Ersatzschule,Sylvain Pardo,Nathalie Daniel-Risacher,940.0,45.0,08:00 bis 17:45 Uhr,,"Internationale Ausrichtung, Schwerpunkt Sprachen, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften",,,,Englisch,"Englisch, Deutsch","Spanisch, Chinesisch","Chinesisch, Spanisch, weitere Sprachen, Weitere Sprachangebote, Altgriechisch, Latein, Bilingual, Französisch, Deutsch, Überblick Sprachangebot","Englisch, Englisch, Deutsch, Spanisch, Chinesisch, Chinesisch, Spanisch, weitere Sprachen, Weitere Sprachangebote, Altgriechisch, Latein, Bilingual, Französisch, Deutsch, Überblick Sprachangebot",,,"Besondere Leseförderung, Ganztägig arbeitende Schule, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen",,,Union des Parents et Amis du Lycée français Victor Hugo,Schullandheim,,,,Ganztagsschule mit offenem Konzept,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/franzoesische-schule-lycee-victor-hugo,franzoesische-schule-lycee-victor-hugo,Frankfurt Schulwegweiser,2026-04-06
4260,Freie Christliche Schule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Orber Straße 4,60386,Frankfurt am Main,Frankfurt am Main,Hessen,Fechenheim,50.1263,8.76471,+49 69 4200030,+49 69 42000311,Sekretariat@fcsf.de,http://www.fcsf.de,Private Träger,Freie Christliche Schule Frankfurt e.V.,,Mirjam Hamann,Raphael Zuccarelli,778.0,30.0,08:10 bis 13:15 Uhr,,"Förderung besonderer Begabung, Schüleraustausch / Schulpartnerschaft, Schwerpunkt Naturwissenschaften",,,,,Englisch,"Französisch, Latein, Weitere Sprachangebote, Spanisch",,"Englisch, Französisch, Latein, Weitere Sprachangebote, Spanisch",,,"Hausaufgabenhilfe/-betreuung, Mittagessen, Schüleraustausch",,,Förderverein der Freien Christlichen Schule Frankfurt am Main,Selbstlernzentrum mit integrierter Schülerbibliothek,,,,Staatlich anerkannte Ersatzschule,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/freie-christliche-schule,freie-christliche-schule,Frankfurt Schulwegweiser,2026-04-06
5118,Freie Waldorfschule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",1-4,Friedlebenstraße 52,60433,Frankfurt am Main,Frankfurt am Main,Hessen,Dornbusch,50.1471144,8.6752359,+49 69 953060,,mail@waldorfschule-frankfurt.de,http://www.waldorfschule-frankfurt.de,Private Träger,Freier Träger,,Caroline Meyer auf der Heyde,,825.0,2.0,,,,,,,"Englisch, Französisch","Englisch, Französisch",,,"Englisch, Französisch, Englisch, Französisch",,,"AGs am Nachmittag, Ganztägig arbeitende Schule, Gewaltprävention, Mittagessen",,,,"Förderverein der Freien Waldorfschule Frankfurt e. V,","Der Name Waldorfschule hat seinen Ursprung von „Waldorf-Astoria"". Emil Molt, Inhaber der Waldorf-Astoria-Zigarettenfabik, hatte 1919 die Idee, eine Schule für die Kinder „seiner"" Arbeiter einzurichten. Er beauftragte Rudolf Steiner mit der Gründung dieser Schule. Im Zentrum der Bemühungen Steiners stand eine ganzheitliche Pädagogik, eine Pädagogik, durch die Leib, Seele und Geist gleichermaßen gefördert werden sollten.",,,Vorklasse,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/freie-waldorfschule,freie-waldorfschule,Frankfurt Schulwegweiser,2026-04-06
5112,Freiherr-vom-Stein-Schule,Gymnasium,weiterfuehrende-allgemeinbildende-schulen,"Gymnasium, Weiterführende allgemeinbildende Schule",,Schweizer Straße 87,60594,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0996,8.68418,+49 69 212 33841,+49 69 212 31895,poststelle.freiherr-vom-stein-schule@stadt-frankfurt.de,http://www.freiherr-vom-stein.de,Stadt Frankfurt am Main,,,Procolino Antacido,Birgit Fichtlscherer,978.0,24.0,08:00 bis 13:15 Uhr,,"MINT-freundliche Schule, Schwerpunkt Mathematik, Schwerpunkt Naturwissenschaften, Schwerpunkt Informatik, Schwerpunkt deutsch-italienischer Unterricht, Schwerpunkt Sprachen, Schule ohne Rassismus – Schule mit Courage, Förderung der Deutschkenntnisse, Hilfen zur Berufsorientierung",,,,,Englisch,"Französisch, Italienisch, Latein","Französisch, Latein, Spanisch, Bilingual, Italienisch, Deutsch, Erläuterung des Sprachangebots","Englisch, Französisch, Italienisch, Latein, Französisch, Latein, Spanisch, Bilingual, Italienisch, Deutsch, Erläuterung des Sprachangebots",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Kooperationspartner, Mittagessen, Pausenverkauf",,,Vereinigung von Freunden und Förderern der Freiherr-vom-Stein-Schule Frankfurt am Main e.V.,Schulzeitung,"Karl Freiherr vom und zum Stein (1757 - 1831) Preußischer Politiker, Begründer der kommunalen Selbstverwaltung",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/freiherr-vom-stein-schule,freiherr-vom-stein-schule,Frankfurt Schulwegweiser,2026-04-06
5218,Friedrich-Dessauer-Gymnasium,Gymnasiale Oberstufe,weiterfuehrende-allgemeinbildende-schulen,"Gymnasiale Oberstufe, Weiterführende allgemeinbildende Schule",11-13,Michael-Stumpf-Straße 2,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1047,8.54299,+49 69 212 45607,+49 69 212 45793,poststelle.friedrich-dessauer-gymnasium@stadt-frankfurt.de,http://www.fdg-frankfurt.de,Stadt Frankfurt am Main,,,Frau Hohmeister,Herr Krumm,750.0,11.0,07:55 bis 16:15 Uhr,,"Angebote für neu aufgenommene Schüler, Förderung besonderer Begabung, Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft",,,Deutsch,,"Englisch, Französisch","Französisch, Latein, Spanisch","Latein, Spanisch","Englisch, Französisch, Französisch, Latein, Spanisch, Latein, Spanisch",,,"AGs am Nachmittag, Kooperationspartner, Mittagessen, Pausenverkauf",,,Förderverein Friedrich-Dessauer-Gym. e.V. Ansprechpartner/in:,Von der Stadtbücherei aufgebaut und organisiert.,Friedrich Dessauer (1881-1963) Physiker,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/friedrich-dessauer-gymnasium,friedrich-dessauer-gymnasium,Frankfurt Schulwegweiser,2026-04-06
5012,Fürstenbergerschule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Fürstenbergerstraße 152,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1241,8.67105,+49 69 212 35145,+49 69 212 31088,poststelle.fuerstenbergerschule@stadt-frankfurt.de,http://www.fuerstenbergerschule.de,Stadt Frankfurt am Main,,,Frau Dr. Pfeifer,Julia Lämmer-Dömges,410.0,15.0,07:55 bis 13:05 Uhr,,"Angebote für neu aufgenommene Schüler, Förderung der Deutschkenntnisse, Gewaltprävention (Mediation / Konfliktschlichtung), Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft, Schulgarten / Schulhofgestaltung, Schwerpunkt Kunst, Schwerpunkt Musik, Schwerpunkt Sprachen",,,,,Englisch,Französisch,,"Englisch, Französisch",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,Förderverein der Fürstenbergerschule e.V.,Von der Stadtbücherei aufgebaut und organisiert.,Benannt nach dem Patriziergeschlecht der Fürstenberger,,,,42.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/fuerstenbergerschule,fuerstenbergerschule,Frankfurt Schulwegweiser,2026-04-06
6108,Georg-August-Zinn-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",5-10,Am Mühlgewann 1,65933,Frankfurt am Main,Frankfurt am Main,Hessen,Griesheim,50.1143,8.64658,+49 69 212 36100,+49 69 212 40256,poststelle.georg-august-zinn-schule@stadt-frankfurt.de,http://www.georg-august-zinn-schule.de,Stadt Frankfurt am Main,,,Dennis Kroeschell,Izabela Milenkovic,580.0,25.0,08:15 bis 16:00 Uhr,,"Hilfen zur Berufsorientierung, Schwerpunkt Neue Technologien",,,Deutsch,,Englisch,"Französisch, Italienisch, Herkunftssprachlicher Unterricht, Portugiesisch",,"Englisch, Französisch, Italienisch, Herkunftssprachlicher Unterricht, Portugiesisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs am Nachmittag, Angebote zur beruflichen Orientierung, Ganztagsangebote, Hausaufgabenhilfe/-betreuung, Jugendhilfeangebot, Kooperationspartner, Mittagessen, Pausenverkauf",,,"Förderverein der Georg-August-Zinn-Schule, Ansprechpartner/in: Frau G. Faust, Herr J. Engel",Schülerzeitung,Georg August Zinn (1901 - 1976) Langjähriger Ministerpräsident des Landes Hessen (1950 - 1969),,,"""NaSchu-Schule""",50.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/georg-august-zinn-schule,georg-august-zinn-schule,Frankfurt Schulwegweiser,2026-04-06
6002,Georg-Büchner-Schule,Integrierte Gesamtschule (IGS),weiterfuehrende-allgemeinbildende-schulen,"Integrierte Gesamtschule (IGS), Weiterführende allgemeinbildende Schule",1-10,Pfingstbrunnenstraße 15-17,60486,Frankfurt am Main,Frankfurt am Main,Hessen,Bockenheim,50.1161,8.63769,+49 69 212 34130,+49 69 212 39006,poststelle.georg-buechner-schule@stadt-frankfurt.de,http://www.gbs-ffm.de,Stadt Frankfurt am Main,,,Hilde Zeyen,N.N.,1114.0,50.0,siehe Erläuterung der Unterrichtszeit,,"Hilfen zur Berufsorientierung, Schüleraustausch / Schulpartnerschaft, Schulgarten / Schulhofgestaltung, Schwerpunkt Kunst, Schwerpunkt Musik",Schwerpunkte,,,Englisch,Englisch,"Französisch, Spanisch, Herkunftssprachlicher Unterricht, Türkisch, Bilingual, Spanisch",,"Englisch, Englisch, Französisch, Spanisch, Herkunftssprachlicher Unterricht, Türkisch, Bilingual, Spanisch",,Schule mit Ganztagsangeboten - Profil 2,"AGs, Angebote zur beruflichen Orientierung, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner, Pausenverkauf",,"SchülerPressePreise für den Blog ‚gbs-weekly‘ (2019, 2020, 2021), Frankfurter Nachhaltigkeitspreis (2021), Frankfurter Schulpreis 2022 ( 3. Pl.)",Verein der Freunde und Förderer der Georg-Büchner-Schule Frankfurt e.V. Ansprechpartner/in: Jürgen Hundertmark (1. Vorsitzender),,"Georg Büchner (1813-1837) Schriftsteller, Sozialkritiker, Wissenschaftler Hauptwerke: Hessischer Landbote, Dantons Tod, Lenz, Leonce und Lena, Woyzeck",,,,49.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/georg-buechner-schule,georg-buechner-schule,Frankfurt Schulwegweiser,2026-04-06
5001,Geschwister-Scholl-Schule,Realschule,weiterfuehrende-allgemeinbildende-schulen,"Realschule, Weiterführende allgemeinbildende Schule",5-10,Hadrianstraße 18,60439,Frankfurt am Main,Frankfurt am Main,Hessen,Heddernheim,50.1526,8.6377,+49 69 212 38753,+49 69 212 40337,poststelle.geschwister-scholl-schule@stadt-frankfurt.de,http://www.gss-ffm.de,Stadt Frankfurt am Main,,,Martina Ott,Arthur Rostek,528.0,21.0,07:55 bis 15:30 Uhr,,Schulgarten / Schulhofgestaltung,,,Deutsch,,Englisch,"Französisch, Weitere Sprachangebote, Französisch",,"Englisch, Französisch, Weitere Sprachangebote, Französisch",,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Ganztägig arbeitende Schule, Ganztagsangebote, Pausenverkauf",,,,Von der Stadtbücherei aufgebaut und organisiert.,"Sophie und Hans Scholl (1921-1943) (1918-1943) Widerstandskämpfer im Dritten Reich, von den Nationalsozialisten hingerichtet",,,,41.0,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/weiterfuehrende-allgemeinbildende-schulen/geschwister-scholl-schule,geschwister-scholl-schule,Frankfurt Schulwegweiser,2026-04-06
