schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note
141021,4,Stadt Köln,Städt. Katholische Hauptschule am Rhein,Sekundarstufe I,"Köln, KH Kath. Hauptschule am Rhein",3,50668,Köln,Niederichstr. 1-3,221.0,492249830.0,221.0,492249843.0,141021@schule.nrw.de,http://www.khs-buelow.de/,1,10182,5315000,1,01.08.1973,EPSG:25832,356914,5646067,,50.948441,6.963023,Hauptschule,Öffentlich,Köln,Stadt Köln Städt. Katholische Hauptschule am Rhein Sekundarstufe I,221492249830.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Hauptschule,,
141070,4,Städt. Gem. Hauptschule,Tiefentalstr.,,"Köln, GH Tiefentalstr.",3,51063,Köln,Tiefentalstr. 66,221.0,2855810.0,221.0,28558129.0,141070@schule.nrw.de,http://www.ghs-tiefental.de,1,10182,5315000,1,01.08.1973,EPSG:25832,360225,5648968,,50.975325,7.009014,Hauptschule,Öffentlich,Köln,Städt. Gem. Hauptschule Tiefentalstr.,2212855810.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,
141082,4,Stadt Köln,Nelson-Mandela-Schule,Gemeinschaftshauptschule  -Sek.I-,"Köln, GH Nelson-Mandela-Schule",3,51067,Köln,Wuppertaler Str. 19,221.0,22135181.0,221.0,22135170.0,141082@schule.nrw.de,http://www.nelson-mandela-schule-koeln.de,1,10182,5315000,1,01.08.1973,EPSG:25832,361174,5647249,,50.960106,7.023179,Hauptschule,Öffentlich,Köln,Stadt Köln Nelson-Mandela-Schule Gemeinschaftshauptschule  -Sek.I-,22122135181.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,
141860,4,Johann-Amos-Comenius-Schule,Städt. Gem. Hauptschule Köln-Porz,- Sekundarstufe I -,"Köln, GH Johann-Amos-Comenius",3,51143,Köln,Heerstr. 7,2203.0,9920122.0,2203.0,9920125.0,141860@schule.nrw.de,http://www.jac-koeln.de/,1,10182,5315000,1,01.08.1973,EPSG:25832,363085,5636819,,50.866824,7.054288,Hauptschule,Öffentlich,Köln,Johann-Amos-Comenius-Schule Städt. Gem. Hauptschule Köln-Porz - Sekundarstufe I -,22039920122.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Hauptschule,,
141872,4,Kopernikusschule,Städt. Gem. Hauptschule,,"Köln, GH Kopernikusschule",3,51145,Köln,Bonner Str. 40,2203.0,18630.0,2203.0,186320.0,141872@schule.nrw.de,http://www.kopernikushs-koeln.de,1,10182,5315000,1,01.08.1973,EPSG:25832,364345,5639140,,50.887982,7.071322,Hauptschule,Öffentlich,Köln,Kopernikusschule Städt. Gem. Hauptschule,220318630.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Hauptschule,,
158550,10,Städt. Werner-von-Siemens-Realschule,,,"Düsseldorf, RS Werner-von-Siemens",1,40237,Düsseldorf,Rethelstr. 13,211.0,8927174.0,211.0,8927187.0,158550@schule.nrw.de,http://rs-rethelstr.schulen.duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,346348,5677841,,51.231236,6.799204,Realschule,Öffentlich,Düsseldorf,Städt. Werner-von-Siemens-Realschule,2118927174.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,
158574,10,Städtische Flora-Realschule,- Sekundarstufe I -,,"Düsseldorf, RS Florastraße",1,40217,Düsseldorf,Florastr. 69,211.0,8927408.0,211.0,8929902.0,158574@schule.nrw.de,http://www.flora-realschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344382,5675695,,51.21142,6.771998,Realschule,Öffentlich,Düsseldorf,Städtische Flora-Realschule - Sekundarstufe I -,2118927408.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,
158586,10,Justus-von-Liebig-Realschule,Städt. Realschule,- Sekundarstufe I -,"Düsseldorf,RS Justus-von-Liebig-Realsch.",1,40476,Düsseldorf,Ottweilerstr. 20,211.0,8926790.0,211.0,8926795.0,158586@schule.nrw.de,http://justus-von-liebig-realschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,345160,5679629,,51.24698,6.781428,Realschule,Öffentlich,Düsseldorf,Justus-von-Liebig-Realschule Städt. Realschule - Sekundarstufe I -,2118926790.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Realschule,,
158598,10,Anne-Frank-Realschule,Städt. Schule der Sekundarstufe I,,"Düsseldorf, RS Anne-Frank",1,40233,Düsseldorf,Ackerstr. 174,211.0,8927580.0,211.0,8929591.0,158598@schule.nrw.de,http://schulen.duesseldorf.de/rs-ackerstr/,1,10042,5111000,1,01.08.1973,EPSG:25832,347021,5677746,,51.230563,6.808876,Realschule,Öffentlich,Düsseldorf,Anne-Frank-Realschule Städt. Schule der Sekundarstufe I,2118927580.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,
158604,10,Städt. Thomas-Edison-Realschule,- Schule der Sekundarstufe I -,,"Düsseldorf, RS Thomas-Edison",1,40235,Düsseldorf,Schlüterstr. 18-20,211.0,8927551.0,211.0,8929602.0,158604@schule.nrw.de,http://www.rs-thomas-edison.eschool.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347915,5677860,,51.231826,6.821623,Realschule,Öffentlich,Düsseldorf,Städt. Thomas-Edison-Realschule - Schule der Sekundarstufe I -,2118927551.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
158616,10,Städtische Toni-Turek-Realschule,- Sekundarstufe I -,,"Düsseldorf, RS Toni-Turek",1,40474,Düsseldorf,Klapheckstr. 31,211.0,8994029.0,211.0,8929228.0,158616@schule.nrw.de,http://www.toniturekrealschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,343558,5681015,,51.258997,6.757887,Realschule,Öffentlich,Düsseldorf,Städtische Toni-Turek-Realschule - Sekundarstufe I -,2118994029.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Realschule,,
158630,10,Städt. Freiherr-vom-Stein-Realschule,- Schule der Sekundarstufe I -,Tagesschule,"Düsseldorf, RS Freiherr-vom-Stein",1,40223,Düsseldorf,Färberstr. 40,211.0,8998470.0,211.0,8929519.0,158630@schule.nrw.de,https://www.fvs-realschule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,345445,5675422,,51.209256,6.787323,Realschule,Öffentlich,Düsseldorf,Städt. Freiherr-vom-Stein-Realschule - Schule der Sekundarstufe I - Tagesschule,2118998470.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Realschule,,
158641,10,Städt. Realschule Benrath,,,"Düsseldorf, RS Benrath",1,40597,Düsseldorf,Marbacher Str.  114,211.0,8998415.0,211.0,8929121.0,158641@schule.nrw.de,http://www.realschule-benrath.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350270,5670312,,51.164623,6.858477,Realschule,Öffentlich,Düsseldorf,Städt. Realschule Benrath,2118998415.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Realschule,,
