schulnummer,Schulform,Schulbezeichnung_1,Schulbezeichnung_2,Schulbezeichnung_3,kurzbezeichnung,Bezirksregierung,plz,ort,strasse,Telefonvorwahl,Telefon,Faxvorwahl,Fax,email,website,Rechtsform,Traegernummer,gemeindeschluessel,Schulbetriebsschluessel,Schulbetriebsdatum,EPSG,UTMRechtswert,UTMHochwert,Unnamed: 24,latitude,longitude,schulform_name,traegerschaft,bezirksregierung_name,schulname,telefon,stadt,data_source,data_retrieved,bundesland,sozialindexstufe,school_type,is_cross_grade,cross_grade_note
100158,2,Städtische Katholische Grundschule,Primarstufe mit Montessorizweig,,"Düsseldorf, KG Josef-Kleesattel-Str.",1,40595,Düsseldorf,Josef-Kleesattel-Str. 13,211.0,7393600.0,211.0,7393601.0,100158@schule.nrw.de,http://schulen.duesseldorf.de/gs-josefkleesattelstr,1,10042,5111000,1,01.08.1973,EPSG:25832,352341,5668096,,51.145248,6.888985,Grundschule,Öffentlich,Düsseldorf,Städtische Katholische Grundschule Primarstufe mit Montessorizweig,2117393600.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100159,2,Gem. Grundschule Alfons-Nowak-Straße,,,"Köln, GG Alfons-Nowak-Straße",3,50858,Köln,Alfons-Nowak-Str. 2,221.0,7161250.0,221.0,71612520.0,100159@schule.nrw.de,https://www.alfons-nowak-strasse.de,1,10182,5315000,1,01.08.2023,,349599,5644243,,50.930188,6.859716,Grundschule,Öffentlich,Köln,Gem. Grundschule Alfons-Nowak-Straße,2217161250.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100160,2,Grundschule Kaiserswerth,Städt. Gem. Grundschule Fliednerstraße,- Primarstufe -,"Düsseldorf, GG Kaiserswerth",1,40489,Düsseldorf,Fliednerstr. 32,211.0,8923642.0,211.0,8923645.0,100160@schule.nrw.de,http://www.grundschule-kaiserswerth.de,1,10042,5111000,1,01.08.1972,EPSG:25832,342329,5685867,,51.302254,6.738147,Grundschule,Öffentlich,Düsseldorf,Grundschule Kaiserswerth Städt. Gem. Grundschule Fliednerstraße - Primarstufe -,2118923642.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100161,2,"Offene Grund-Schule Köln, Staatl.gen.",private Ersatzschule als inklusive,Gem.Grundschule d. OSK gGmbH,"Köln, GG Offene-Grundschule Köln",3,50999,Köln,Sürther Str. 199,221.0,337703101.0,,,100161@schule.nrw.de,https://www.offene-schule-koeln.de,2,82508,5315000,1,01.08.2022,,359708,5637441,,50.871605,7.006089,Grundschule,Privat,Köln,"Offene Grund-Schule Köln, Staatl.gen. private Ersatzschule als inklusive Gem.Grundschule d. OSK gGmbH",221337703101.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Grundschule,,
100168,2,Freie Naturschulen Köln - Grundschule,Staatl.gen.priv. Ersatzs. a. inklusive,Gem.Grundschule d. Vivimos gUG,"Köln, GG Freie Naturschulen",3,50996,Köln,An der Wachsfabrik 25,2236.0,8846800.0,,,100168@schule.nrw.de,https://www.freie-naturschulen-koeln.com/,2,10041,5315000,1,10.08.2022,,359211,5637187,,50.869201,6.999128,Grundschule,Privat,Köln,Freie Naturschulen Köln - Grundschule Staatl.gen.priv. Ersatzs. a. inklusive Gem.Grundschule d. Vivimos gUG,22368846800.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Grundschule,,
100171,2,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Unter den Eichen",1,40625,Düsseldorf,Unter den Eichen 26,211.0,8928292.0,211.0,8929562.0,100171@schule.nrw.de,http://www.kgs-unterdeneichen.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350425,5677883,,51.232696,6.857538,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2118928292.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100183,2,Christophorus-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Christophorus",1,40591,Düsseldorf,Werstener Friedhofstr. 10,211.0,8926170.0,211.0,8926175.0,100183@schule.nrw.de,https://www.christophorus-grundschule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,348182,5672765,,51.186115,6.8276,Grundschule,Öffentlich,Düsseldorf,Christophorus-Schule Städt. Kath. Grundschule - Primarstufe -,2118926170.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100213,2,Henri-Dunant-Schule,Städt. Gem. Grundschule,- Primarstufe -,"Düsseldorf, GG Henri-Dunant-Schule",1,40591,Düsseldorf,Rheindorfer Weg 20,211.0,8924350.0,211.0,8924352.0,100213@schule.nrw.de,http://www.gs-rheindorferweg.schulen.duesseldorf.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,347268,5673248,,51.190212,6.814326,Grundschule,Öffentlich,Düsseldorf,Henri-Dunant-Schule Städt. Gem. Grundschule - Primarstufe -,2118924350.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100218,2,Grundschule Friedrich-Karl-Straße,,,"Köln, GG Friedrich-Karl-Straße",3,50737,Köln,Friedrich-Karl-Str. 64,221.0,474410610.0,,,100218@schule.nrw.de,,1,10182,5315000,1,01.08.2025,,356442,5648917,,50.973937,6.955184,Grundschule,Öffentlich,Köln,Grundschule Friedrich-Karl-Straße,221474410610.0,Köln,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,,Grundschule,,
100225,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Bingener Weg",1,40229,Düsseldorf,Bingener Weg 10,211.0,8924378.0,211.0,8924385.0,100225@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-bingenerweg/,1,10042,5111000,1,01.08.1973,EPSG:25832,347676,5674424,,51.200888,6.819662,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924378.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,
100237,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Gumbertstr.",1,40229,Düsseldorf,Gumbertstr. 191,211.0,9215317.0,211.0,2202122.0,100237@schule.nrw.de,https://gumbertschule.de/,1,10042,5111000,1,01.07.1973,EPSG:25832,349380,5674304,,51.200261,6.844084,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2119215317.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
100250,2,St. -Peter-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St. -Peter",1,40215,Düsseldorf,Jahnstr. 97,211.0,8924741.0,211.0,8924746.0,100250@schule.nrw.de,http://www.st-peter-schule-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344980,5675726,,51.211862,6.78054,Grundschule,Öffentlich,Düsseldorf,St. -Peter-Schule Städt. Kath. Grundschule - Primarstufe -,2118924741.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100262,2,St. Michael Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St. Michael Schule",1,40231,Düsseldorf,Kempgensweg 65,211.0,8921726.0,211.0,8929434.0,100262@schule.nrw.de,https://www.gs-kempgensweg.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,348307,5675212,,51.208136,6.828354,Grundschule,Öffentlich,Düsseldorf,St. Michael Schule Städt. Kath. Grundschule - Primarstufe -,2118921726.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,
100274,2,Franz-Boehm-Schule,Städtische Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG Franz-Boehm-Schule",1,40627,Düsseldorf,Kamper Weg 291,211.0,8927910.0,211.0,8927915.0,100274@schule.nrw.de,http://www.grundschule-kamper-weg.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350712,5676059,,51.216381,6.862405,Grundschule,Öffentlich,Düsseldorf,Franz-Boehm-Schule Städtische Katholische Grundschule - Primarstufe -,2118927910.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100286,2,St. Apollinaris Schule,Städtische Katholische Grundschule,- Primarstufe -,"Düsseldorf, KG St. Apollinaris Schule",1,40589,Düsseldorf,Itterstr. 16,211.0,8924726.0,211.0,8924736.0,100286@schule.nrw.de,http://www.apollinarisschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,348372,5671509,,51.174879,6.830847,Grundschule,Öffentlich,Düsseldorf,St. Apollinaris Schule Städtische Katholische Grundschule - Primarstufe -,2118924726.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100298,2,Städtische Katholische Grundschule,Lohausen,- Primarstufe -,"Düsseldorf, KG Lohausen",1,40474,Düsseldorf,Im Grund 78,211.0,8992798.0,211.0,8929433.0,100298@schule.nrw.de,http://www.kleine-gelbe-schule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,342189,5682912,,51.275664,6.737446,Grundschule,Öffentlich,Düsseldorf,Städtische Katholische Grundschule Lohausen - Primarstufe -,2118992798.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100304,2,Städtische Katholische Grundschule,Mettmanner Straße,- Primarstufe -,"Düsseldorf, KG Mettmanner Straße",1,40233,Düsseldorf,Hubbelrather Str. 13,211.0,8997971.0,211.0,8929449.0,100304@schule.nrw.de,https://kgs-mettmannerstrasse.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,346843,5676926,,51.223147,6.806679,Grundschule,Öffentlich,Düsseldorf,Städtische Katholische Grundschule Mettmanner Straße - Primarstufe -,2118997971.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
100316,2,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Höhenstr.",1,40227,Düsseldorf,Höhenstr. 5,211.0,8928261.0,211.0,8929182.0,100316@schule.nrw.de,http://www.kgs-hoehenstrasse.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,346329,5676194,,51.216431,6.799638,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2118928261.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,8.0,Grundschule,,
100328,2,Gutenberg Schule,Städt. Gem. Grundschule,,"Düsseldorf, GG Gutenberg Schule",1,40235,Düsseldorf,Grafenberger Allee 384,211.0,8924469.0,211.0,8924467.0,100328@schule.nrw.de,http://www.gutenbergschule-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,348138,5678851,,51.24079,6.824394,Grundschule,Öffentlich,Düsseldorf,Gutenberg Schule Städt. Gem. Grundschule,2118924469.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100330,2,Städt. Gem. Grundschule Urdenbach,,,"Düsseldorf, GG Urdenbach",1,40593,Düsseldorf,Garather Str. 16,211.0,8924450.0,211.0,8924460.0,100330@schule.nrw.de,http://www.ggs-garather-strasse.de,1,10042,5111000,1,01.08.1973,EPSG:25832,351137,5668271,,51.146509,6.871713,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule Urdenbach,2118924450.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100365,2,Volker-Rosin-Schule,Städt. Gemeinschaftsg. Arnstadter Weg,- Primarstufe -,"Düsseldorf, GG Volker-Rosin-Schule",1,40627,Düsseldorf,Arnstadter Weg 6-16,211.0,8926420.0,211.0,8926425.0,100365@schule.nrw.de,http://www.schulen.duesseldorf.de/gs-arnstadterweg,1,10042,5111000,1,01.08.1973,EPSG:25832,350024,5676168,,51.21718,6.852516,Grundschule,Öffentlich,Düsseldorf,Volker-Rosin-Schule Städt. Gemeinschaftsg. Arnstadter Weg - Primarstufe -,2118926420.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100389,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Deutzer Str.",1,40229,Düsseldorf,Deutzer Str. 102,211.0,8924793.0,211.0,8924795.0,100389@schule.nrw.de,http://www.ggs-deutzerstrasse.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350404,5673283,,51.191356,6.859156,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924793.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,6.0,Grundschule,,
100390,2,Städt. Gem. Grundschule,,,"Düsseldorf, GG Am Köhnen",1,40599,Düsseldorf,Am Köhnen 73,211.0,8923970.0,211.0,8923972.0,100390@schule.nrw.de,https://ggs-amkoehnen.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,350878,5671978,,51.179753,6.866476,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule,2118923970.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,
100420,2,Carl Sonnenschein Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Carl Sonnenschein Schule",1,40237,Düsseldorf,Graf-Recke-Str. 153,211.0,8928340.0,211.0,6790791.0,100420@schule.nrw.de,http://www.carlsonnenschein-schule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347654,5679193,,51.243734,6.81732,Grundschule,Öffentlich,Düsseldorf,Carl Sonnenschein Schule Städt. Kath. Grundschule - Primarstufe -,2118928340.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100432,2,St.Bruno-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St.Bruno-Schule",1,40468,Düsseldorf,An der Golzheimer Heide 120,211.0,8923695.0,211.0,8923698.0,100432@schule.nrw.de,http://stbruno-schule.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,344375,5681981,,51.2679,6.769167,Grundschule,Öffentlich,Düsseldorf,St.Bruno-Schule Städt. Kath. Grundschule - Primarstufe -,2118923695.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100444,2,Paul-Klee-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Paul-Klee-Schule",1,40211,Düsseldorf,Gerresheimer Str. 34-36,211.0,8923752.0,211.0,8923756.0,100444@schule.nrw.de,http://www.grundschule-paul-klee.de,1,10042,5111000,1,01.08.1973,EPSG:25832,346021,5677476,,51.227868,6.794681,Grundschule,Öffentlich,Düsseldorf,Paul-Klee-Schule Städt. Kath. Grundschule - Primarstufe -,2118923752.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,
100468,2,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Fuldaer Str.",1,40229,Düsseldorf,Fuldaer Str. 33,211.0,8926950.0,211.0,8926959.0,100468@schule.nrw.de,https://www.kgs-fuldaerstr.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,348909,5673402,,51.192032,6.837727,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2118926950.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100470,2,Städt. Gem. Grundschule,- Primarstufe -,,"Düsseldorf, GG Flurstr.",1,40235,Düsseldorf,Flurstr. 59,211.0,8924557.0,211.0,8924561.0,100470@schule.nrw.de,http://www.ggs-flurstrasse.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347544,5677510,,51.228582,6.816462,Grundschule,Öffentlich,Düsseldorf,Städt. Gem. Grundschule - Primarstufe -,2118924557.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,7.0,Grundschule,,
100481,2,Städt. Katholische Grundschule,Florensstraße,- Primarstufe -,"Düsseldorf, KG Florensstraße",1,40221,Düsseldorf,Heinsenstr. 21,211.0,8924395.0,211.0,8924398.0,100481@schule.nrw.de,http://www.kg-florensstr.eschool.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,342226,5675149,,51.205923,6.741396,Grundschule,Öffentlich,Düsseldorf,Städt. Katholische Grundschule Florensstraße - Primarstufe -,2118924395.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,1.0,Grundschule,,
100493,2,Fleher Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Fleher Schule",1,40223,Düsseldorf,Fleher Str. 213,211.0,8926940.0,211.0,8926949.0,100493@schule.nrw.de,http://www.kgs-flehe.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344144,5673735,,51.193744,6.769445,Grundschule,Öffentlich,Düsseldorf,Fleher Schule Städt. Kath. Grundschule - Primarstufe -,2118926940.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100500,2,Bonifatiusschule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Bonifatiusschule",1,40223,Düsseldorf,Fleher Str. 70,211.0,8922110.0,211.0,8929638.0,100500@schule.nrw.de,http://www.bonifatiusschule-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,343958,5674723,,51.202571,6.766356,Grundschule,Öffentlich,Düsseldorf,Bonifatiusschule Städt. Kath. Grundschule - Primarstufe -,2118922110.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,2.0,Grundschule,,
100523,2,St. Franziskus Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG St. Franziskus Schule",1,40470,Düsseldorf,Herchenbachstr. 2,211.0,8924810.0,211.0,8925607.0,100523@schule.nrw.de,http://www.st-franziskus.schule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,347100,5679905,,51.249984,6.809085,Grundschule,Öffentlich,Düsseldorf,St. Franziskus Schule Städt. Kath. Grundschule - Primarstufe -,2118924810.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100535,2,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Essener Str.",1,40476,Düsseldorf,Essener Str. 1,211.0,8923807.0,211.0,8923812.0,100535@schule.nrw.de,https://grundschule-essenerstrasse.de/,1,10042,5111000,1,01.08.1973,EPSG:25832,345364,5679297,,51.244053,6.784492,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2118923807.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,5.0,Grundschule,,
100547,2,St. Cäcilia Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG St. Cäcilia Schule",1,40597,Düsseldorf,Erich-Müller-Str. 31,211.0,8928380.0,211.0,8929672.0,100547@schule.nrw.de,http://www.kg-st-caecilia.eschool.de,1,10042,5111000,1,01.08.1973,EPSG:25832,351018,5670572,,51.167155,6.86906,Grundschule,Öffentlich,Düsseldorf,St. Cäcilia Schule Städt. Kath. Grundschule,2118928380.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,3.0,Grundschule,,
100560,2,Städt. Kath. Grundschule,- Primarstufe -,,"Düsseldorf, KG Einsiedelstr.",1,40597,Düsseldorf,Einsiedelstr. 25,211.0,9822648.0,211.0,8922654.0,100560@schule.nrw.de,http://www.kg-einsiedelstrasse.de,1,10042,5111000,1,01.08.1973,EPSG:25832,352148,5670092,,51.163135,6.885408,Grundschule,Öffentlich,Düsseldorf,Städt. Kath. Grundschule - Primarstufe -,2119822648.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100572,2,Max-Schule,Städt. Kath. Grundschule,- Primarstufe -,"Düsseldorf, KG Max-Schule",1,40213,Düsseldorf,Citadellstr. 2 B,211.0,8992493.0,211.0,8929453.0,100572@schule.nrw.de,http://www.maxschule.de,1,10042,5111000,1,01.08.1973,EPSG:25832,344321,5677005,,51.223175,6.770557,Grundschule,Öffentlich,Düsseldorf,Max-Schule Städt. Kath. Grundschule - Primarstufe -,2118992493.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,4.0,Grundschule,,
100584,2,St. Elisabeth Schule,Städt. Kath. Grundschule,,"Düsseldorf, KG St. Elisabeth Schule",1,40599,Düsseldorf,Buchenstr. 16,211.0,744319.0,211.0,7487190.0,100584@schule.nrw.de,http://www.sankt-elisabeth-schule-duesseldorf.de,1,10042,5111000,1,01.08.1973,EPSG:25832,350481,5671878,,51.178751,6.860841,Grundschule,Öffentlich,Düsseldorf,St. Elisabeth Schule Städt. Kath. Grundschule,211744319.0,Düsseldorf,Schulministerium NRW Open Data,2026-02-17,Nordrhein-Westfalen,9.0,Grundschule,,
