id,name,address,address2,zip,city,website,email,school_type,legal_status,provider,fax,phone,director,raw,location,update_timestamp,longitude,latitude
HE-5110,Heinrich-von-Gagern-Gymnasium,Bernhard-Grzimek-Allee 6-8,,60316,Frankfurt am Main,https://mo5110.schule.hessen.de,,Gymnasium (Mittel- und Oberstufe),,,+49 69 212-40537,+49 69 212-35150,,"{""name"": ""Heinrich-von-Gagern-Gymnasium"", ""stra\u00dfe"": ""Bernhard-Grzimek-Allee 6-8"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60316"", ""fax"": ""+49 69 212-40537"", ""telefon"": ""+49 69 212-35150"", ""homepage"": ""https://mo5110.schule.hessen.de"", ""schultyp"": ""Gymnasium (Mittel- und Oberstufe)"", ""id"": ""5110"", ""latitude"": 50.114, ""longitude"": 8.70149}",0101000020E61000002CF180B2296721403BDF4F8D970E4940,2026-03-28 16:35:10.212464,8.70149,50.114
HE-4381,ASB Erasmus Frankfurter Stadtschule Grundschule gGmbH,Sonnemannstraße 9-11,,60314,Frankfurt am Main,,,Grundschule,,,+49 69 907436412,+49 69 90743640,,"{""name"": ""ASB Erasmus Frankfurter Stadtschule Grundschule gGmbH"", ""stra\u00dfe"": ""Sonnemannstra\u00dfe 9-11"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60314"", ""fax"": ""+49 69 907436412"", ""telefon"": ""+49 69 90743640"", ""schultyp"": ""Grundschule"", ""id"": ""4381"", ""latitude"": null, ""longitude"": null}",,2026-03-28 16:35:33.860877,,
HE-3158,Ludwig-Weber-Schule,Paul-Kirchhof-Platz 13,,65931,Frankfurt am Main,https://ludwig-weber-schule.de/,,Grundschule,,,+49 69 212-45461,+49 69 212-45465,,"{""name"": ""Ludwig-Weber-Schule"", ""stra\u00dfe"": ""Paul-Kirchhof-Platz 13"", ""ort"": ""Frankfurt am Main"", ""plz"": ""65931"", ""fax"": ""+49 69 212-45461"", ""telefon"": ""+49 69 212-45465"", ""homepage"": ""https://ludwig-weber-schule.de/"", ""schultyp"": ""Grundschule"", ""id"": ""3158"", ""latitude"": 50.0879, ""longitude"": 8.50674}",0101000020E61000006C26DF6C73032140C1A8A44E400B4940,2026-03-28 16:39:09.943799,8.50674,50.0879
HE-3168,Bonifatiusschule,Hamburger Allee 43,,60486,Frankfurt am Main,http://bonifatius.frankfurt.schule.hessen.de,,Grundschule,,,+49 69 212-35486,+49 69 212-33527,,"{""name"": ""Bonifatiusschule"", ""stra\u00dfe"": ""Hamburger Allee 43"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60486"", ""fax"": ""+49 69 212-35486"", ""telefon"": ""+49 69 212-33527"", ""homepage"": ""http://bonifatius.frankfurt.schule.hessen.de"", ""schultyp"": ""Grundschule"", ""id"": ""3168"", ""latitude"": 50.1152, ""longitude"": 8.64761}",0101000020E61000000820B589934B2140E63FA4DFBE0E4940,2026-03-28 16:38:08.341231,8.64761,50.1152
HE-3171,Freiligrathschule,Fachfeldstraße 32,,60386,Frankfurt am Main,http://www.freiligrathschule-fechenheim.de/,,Grundschule,,,+49 69 212-49111,+49 69 212-48888,,"{""name"": ""Freiligrathschule"", ""stra\u00dfe"": ""Fachfeldstra\u00dfe 32"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60386"", ""fax"": ""+49 69 212-49111"", ""telefon"": ""+49 69 212-48888"", ""homepage"": ""http://www.freiligrathschule-fechenheim.de/"", ""schultyp"": ""Grundschule"", ""id"": ""3171"", ""latitude"": 50.1202, ""longitude"": 8.76825}",0101000020E6100000D34D621058892140567DAEB6620F4940,2026-03-28 16:38:02.838825,8.76825,50.1202
HE-6264,Stauffenbergschule,Arnsburger Straße 44,,60385,Frankfurt am Main,https://mo6264.schule.hessen.de,,Berufliche Schule,,,+49 69 212-40518,+49 69 212-35274,,"{""name"": ""Stauffenbergschule"", ""stra\u00dfe"": ""Arnsburger Stra\u00dfe 44"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60385"", ""fax"": ""+49 69 212-40518"", ""telefon"": ""+49 69 212-35274"", ""homepage"": ""https://mo6264.schule.hessen.de"", ""schultyp"": ""Berufliche Schule"", ""id"": ""6264"", ""latitude"": 50.1241, ""longitude"": 8.70527}",0101000020E610000029B341261969214080B74082E20F4940,2026-03-28 16:39:34.655374,8.70527,50.1241
HE-5507,Hessenkolleg Frankfurt,Martin-Elsässer-Weg 6,,60314,Frankfurt am Main,https://mo5507.schule.hessen.de,,Hessenkolleg,,,+49 69 21239929,+49 69 21240092,,"{""name"": ""Hessenkolleg Frankfurt"", ""stra\u00dfe"": ""Martin-Els\u00e4sser-Weg 6"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60314"", ""fax"": ""+49 69 21239929"", ""telefon"": ""+49 69 21240092"", ""homepage"": ""https://mo5507.schule.hessen.de"", ""schultyp"": ""Hessenkolleg"", ""id"": ""5507"", ""latitude"": 50.1193, ""longitude"": 8.62053}",0101000020E6100000AF5FB01BB63D2140D734EF38450F4940,2026-03-28 16:34:30.259927,8.62053,50.1193
HE-6263,Hans-Böckler-Schule,Rohrbachstraße 38,,60389,Frankfurt am Main,https://mo6263.schule.hessen.de,,Berufliche Schule,,,+49 69 212-40530,+49 69 212-34409,,"{""name"": ""Hans-B\u00f6ckler-Schule"", ""stra\u00dfe"": ""Rohrbachstra\u00dfe 38"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60389"", ""fax"": ""+49 69 212-40530"", ""telefon"": ""+49 69 212-34409"", ""homepage"": ""https://mo6263.schule.hessen.de"", ""schultyp"": ""Berufliche Schule"", ""id"": ""6263"", ""latitude"": 50.1287, ""longitude"": 8.69719}",0101000020E61000004D327216F6642140637FD93D79104940,2026-03-28 16:39:34.746515,8.69719,50.1287
HE-4786,Schule im Monikahaus,Kriegkstraße 36,,60326,Frankfurt am Main,http/skf-frankfurt.de,,Sonstige Förderschule,,,+49 69 973823-55,+49 69 973823-0,,"{""name"": ""Schule im Monikahaus"", ""stra\u00dfe"": ""Kriegkstra\u00dfe 36"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60326"", ""fax"": ""+49 69 973823-55"", ""telefon"": ""+49 69 973823-0"", ""homepage"": ""http/skf-frankfurt.de"", ""schultyp"": ""Sonstige F\u00f6rderschule"", ""id"": ""4786"", ""latitude"": null, ""longitude"": null}",,2026-02-07 16:37:07.817742,,
HE-4752,Schule am Sommerhoffpark,Gutleutstraße 295,,60327,Frankfurt am Main,https://mo4752.schule.hessen.de,,Sonstige Förderschule,,,+49 69 605133-401,+49 69 605133-400,,"{""name"": ""Schule am Sommerhoffpark"", ""stra\u00dfe"": ""Gutleutstra\u00dfe 295"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60327"", ""fax"": ""+49 69 605133-401"", ""telefon"": ""+49 69 605133-400"", ""homepage"": ""https://mo4752.schule.hessen.de"", ""schultyp"": ""Sonstige F\u00f6rderschule"", ""id"": ""4752"", ""latitude"": 50.106, ""longitude"": 8.66806}",0101000020E61000001288D7F50B56214021B07268910D4940,2026-03-28 16:33:00.670348,8.66806,50.106
HE-4677,Schule im Reinhardshof,Alt-Erlenbach 87,,60437,Frankfurt am Main,,,Sonstige Förderschule,,,+49 6101 5450-30,+49 6101 5450-61,,"{""name"": ""Schule im Reinhardshof"", ""stra\u00dfe"": ""Alt-Erlenbach 87"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60437"", ""fax"": ""+49 6101 5450-30"", ""telefon"": ""+49 6101 5450-61"", ""schultyp"": ""Sonstige F\u00f6rderschule"", ""id"": ""4677"", ""latitude"": 50.2034, ""longitude"": 8.70878}",0101000020E6100000261E5036E56A2140D200DE02091A4940,2026-03-28 16:32:50.883432,8.70878,50.2034
HE-4610,Fritz-Redl-Schule,Leverkuser Straße 20,,65929,Frankfurt am Main,https://mo4610.schule.hessen.de,,Sonstige Förderschule,,,+49 69 212-45794,+49 69 212-41163,,"{""name"": ""Fritz-Redl-Schule"", ""stra\u00dfe"": ""Leverkuser Stra\u00dfe 20"", ""ort"": ""Frankfurt am Main"", ""plz"": ""65929"", ""fax"": ""+49 69 212-45794"", ""telefon"": ""+49 69 212-41163"", ""homepage"": ""https://mo4610.schule.hessen.de"", ""schultyp"": ""Sonstige F\u00f6rderschule"", ""id"": ""4610"", ""latitude"": 50.2843, ""longitude"": 8.58635}",0101000020E6100000EA043411362C21405C2041F163244940,2026-03-28 16:32:48.440601,8.58635,50.2843
HE-6109,Schule am Mainbogen,Fachfeldstraße 34,,60386,Frankfurt am Main,https://mo6109.schule.hessen.de,,Schulformübergreifende (integrierte) Gesamtschule,,,+49 69 212-49110,+49 69 212-48994,,"{""name"": ""Schule am Mainbogen"", ""stra\u00dfe"": ""Fachfeldstra\u00dfe 34"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60386"", ""fax"": ""+49 69 212-49110"", ""telefon"": ""+49 69 212-48994"", ""homepage"": ""https://mo6109.schule.hessen.de"", ""schultyp"": ""Schulform\u00fcbergreifende (integrierte) Gesamtschule"", ""id"": ""6109"", ""latitude"": 50.1219, ""longitude"": 8.75743}",0101000020E6100000C0046EDDCD832140F2B0506B9A0F4940,2026-03-28 16:33:37.638647,8.75743,50.1219
HE-4393,IKS - Interkulturelle Schule Rhein-Main,Kaiserkronenweg 1,,60433,Frankfurt am Main,,,Schulformübergreifende (integrierte) Gesamtschule,,,+49 69 27997182,+49 69 27997180,,"{""name"": ""IKS - Interkulturelle Schule Rhein-Main"", ""stra\u00dfe"": ""Kaiserkronenweg 1"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60433"", ""fax"": ""+49 69 27997182"", ""telefon"": ""+49 69 27997180"", ""schultyp"": ""Schulform\u00fcbergreifende (integrierte) Gesamtschule"", ""id"": ""4393"", ""latitude"": null, ""longitude"": null}",,2026-03-28 16:33:48.017606,,
HE-4611,Bürgermeister-Grimm-Schule,Ackermannstraße 39,,60326,Frankfurt am Main,https://mo4611.schule.hessen.de,,Schule mit dem Förderschwerpunkt Lernen,,,+49 69 212-42570,+49 69 212-35509,,"{""name"": ""B\u00fcrgermeister-Grimm-Schule"", ""stra\u00dfe"": ""Ackermannstra\u00dfe 39"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60326"", ""fax"": ""+49 69 212-42570"", ""telefon"": ""+49 69 212-35509"", ""homepage"": ""https://mo4611.schule.hessen.de"", ""schultyp"": ""Schule mit dem F\u00f6rderschwerpunkt Lernen"", ""id"": ""4611"", ""latitude"": 50.0993, ""longitude"": 8.6256}",0101000020E610000055C1A8A44E402140143FC6DCB50C4940,2026-03-28 16:34:23.760026,8.6256,50.0993
HE-4602,Kasinoschule,Kasinostraße 4,,65929,Frankfurt am Main,http://kasino.frankfurt.schule.hessen.de,,Schule mit dem Förderschwerpunkt Lernen,,,+49 69 212-45843,+49 69 212-45554,,"{""name"": ""Kasinoschule"", ""stra\u00dfe"": ""Kasinostra\u00dfe 4"", ""ort"": ""Frankfurt am Main"", ""plz"": ""65929"", ""fax"": ""+49 69 212-45843"", ""telefon"": ""+49 69 212-45554"", ""homepage"": ""http://kasino.frankfurt.schule.hessen.de"", ""schultyp"": ""Schule mit dem F\u00f6rderschwerpunkt Lernen"", ""id"": ""4602"", ""latitude"": 50.1019, ""longitude"": 8.54974}",0101000020E6100000289B72857719214030BB270F0B0D4940,2026-03-28 16:34:10.973488,8.54974,50.1019
HE-4385,Ludwig-Börne-Schule,Lange Straße 30-36,,60311,Frankfurt am Main,https://www.ludwig-boerne-schule.de/,,Haupt- und Realschule,,,+49 69 212-31646,+49 69 212-33056,,"{""name"": ""Ludwig-B\u00f6rne-Schule"", ""stra\u00dfe"": ""Lange Stra\u00dfe 30-36"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60311"", ""fax"": ""+49 69 212-31646"", ""telefon"": ""+49 69 212-33056"", ""homepage"": ""https://www.ludwig-boerne-schule.de/"", ""schultyp"": ""Haupt- und Realschule"", ""id"": ""4385"", ""latitude"": null, ""longitude"": null}",,2026-03-28 16:34:34.221831,,
HE-3180,Edith-Stein-Schule,Schaumburger Straße 66-68,,65936,Frankfurt am Main,http://eduard-spranger.frankfurt.schule.hessen.de,,Haupt- und Realschule,,,+49 69 345004,+49 69 30069899,,"{""name"": ""Edith-Stein-Schule"", ""stra\u00dfe"": ""Schaumburger Stra\u00dfe 66-68"", ""ort"": ""Frankfurt am Main"", ""plz"": ""65936"", ""fax"": ""+49 69 345004"", ""telefon"": ""+49 69 30069899"", ""homepage"": ""http://eduard-spranger.frankfurt.schule.hessen.de"", ""schultyp"": ""Haupt- und Realschule"", ""id"": ""3180"", ""latitude"": 50.1188, ""longitude"": 8.55969}",0101000020E6100000E6CB0BB08F1E2140E561A1D6340F4940,2026-03-28 16:34:35.046141,8.55969,50.1188
HE-3179,Konrad-Haenisch-Schule,Lauterbacher Straße 2,,60386,Frankfurt am Main,http://www.konrad-haenisch-schule.com,,"Grund-, Haupt- und Realschule",,,+49 69 212 45415,+49 69 212 45397,,"{""name"": ""Konrad-Haenisch-Schule"", ""stra\u00dfe"": ""Lauterbacher Stra\u00dfe 2"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60386"", ""fax"": ""+49 69 212 45415"", ""telefon"": ""+49 69 212 45397"", ""homepage"": ""http://www.konrad-haenisch-schule.com"", ""schultyp"": ""Grund-, Haupt- und Realschule"", ""id"": ""3179"", ""latitude"": 50.1346, ""longitude"": 8.75218}",0101000020E61000001A69A9BC1D8121405305A3923A114940,2026-03-28 16:39:25.092272,8.75218,50.1346
HE-4324,Lycée Français International Victor Hugo,Gontardstraße 11,,60488,Frankfurt am Main,http://www.lycee-francais-francfort.com,,Gymnasium (Mittelstufe),,,+49 69 747498-142,+49 69 747498-0,,"{""name"": ""Lyc\u00e9e Fran\u00e7ais International Victor Hugo"", ""stra\u00dfe"": ""Gontardstra\u00dfe 11"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60488"", ""fax"": ""+49 69 747498-142"", ""telefon"": ""+49 69 747498-0"", ""homepage"": ""http://www.lycee-francais-francfort.com"", ""schultyp"": ""Gymnasium (Mittelstufe)"", ""id"": ""4324"", ""latitude"": null, ""longitude"": null}",,2026-03-28 16:35:18.231792,,
HE-5116,Goethe-Gymnasium,Friedrich-Ebert-Anlage 22,,60325,Frankfurt am Main,https://mo5116.schule.hessen.de,,Gymnasium (Mittel- und Oberstufe),,,+49 69 212-30717,+49 69 212-33525,,"{""name"": ""Goethe-Gymnasium"", ""stra\u00dfe"": ""Friedrich-Ebert-Anlage 22"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60325"", ""fax"": ""+49 69 212-30717"", ""telefon"": ""+49 69 212-33525"", ""homepage"": ""https://mo5116.schule.hessen.de"", ""schultyp"": ""Gymnasium (Mittel- und Oberstufe)"", ""id"": ""5116"", ""latitude"": 50.1114, ""longitude"": 8.65527}",0101000020E61000008F19A88C7F4F21402063EE5A420E4940,2026-03-28 16:34:56.191766,8.65527,50.1114
HE-4396,Marie-Curie-Schule,Graf-von-Stauffenberg-Allee 55,,60438,Frankfurt am Main,,,Grundschule,,,+49 69 212-77345,+49 69 212-77303,,"{""name"": ""Marie-Curie-Schule"", ""stra\u00dfe"": ""Graf-von-Stauffenberg-Allee 55"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60438"", ""fax"": ""+49 69 212-77345"", ""telefon"": ""+49 69 212-77303"", ""schultyp"": ""Grundschule"", ""id"": ""4396"", ""latitude"": 50.1818, ""longitude"": 8.62449}",0101000020E6100000AB5B3D27BD3F2140D734EF3845174940,2026-03-28 16:37:38.821303,8.62449,50.1818
HE-4179,Henri-Dunant-Schule,Schaumburger Straße 62,,65936,Frankfurt am Main,https://mo4179.schule.hessen.de,,Grundschule,,,+49 69 212 75684,+49 69 212 75175,,"{""name"": ""Henri-Dunant-Schule"", ""stra\u00dfe"": ""Schaumburger Stra\u00dfe 62"", ""ort"": ""Frankfurt am Main"", ""plz"": ""65936"", ""fax"": ""+49 69 212 75684"", ""telefon"": ""+49 69 212 75175"", ""homepage"": ""https://mo4179.schule.hessen.de"", ""schultyp"": ""Grundschule"", ""id"": ""4179"", ""latitude"": 50.1189, ""longitude"": 8.5601}",0101000020E6100000ADFA5C6DC51E214048BF7D1D380F4940,2026-03-28 16:39:00.265802,8.5601,50.1189
HE-3104,Pestalozzischule,Vatterstraße 1,,60386,Frankfurt am Main,http://pestalozzi.frankfurt.schule.hessen.de,,Grundschule,,,+49 69 212-48356,+49 69 212-48685,,"{""name"": ""Pestalozzischule"", ""stra\u00dfe"": ""Vatterstra\u00dfe 1"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60386"", ""fax"": ""+49 69 212-48356"", ""telefon"": ""+49 69 212-48685"", ""homepage"": ""http://pestalozzi.frankfurt.schule.hessen.de"", ""schultyp"": ""Grundschule"", ""id"": ""3104"", ""latitude"": 50.133, ""longitude"": 8.73364}",0101000020E61000002B137EA99F7721401B2FDD2406114940,2026-03-28 16:37:14.757466,8.73364,50.133
HE-3152,Theobald-Ziegler-Schule,Theobald-Ziegler-Straße 10,,60435,Frankfurt am Main,http://theobald-ziegler.frankfurt.schule.hessen.de,,Grundschule,,,+49 69 212-30706,+49 69 212-38755,,"{""name"": ""Theobald-Ziegler-Schule"", ""stra\u00dfe"": ""Theobald-Ziegler-Stra\u00dfe 10"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60435"", ""fax"": ""+49 69 212-30706"", ""telefon"": ""+49 69 212-38755"", ""homepage"": ""http://theobald-ziegler.frankfurt.schule.hessen.de"", ""schultyp"": ""Grundschule"", ""id"": ""3152"", ""latitude"": 50.1481, ""longitude"": 8.69085}",0101000020E610000019E25817B7612140D044D8F0F4124940,2026-03-28 16:37:08.206973,8.69085,50.1481
HE-3155,Erich Kästner Schule,Praunheimer Weg 44,,60439,Frankfurt am Main,https://mo3155.schule.hessen.de,,Grundschule,,,+49 69 212-32744,+49 69 212-34515,,"{""name"": ""Erich K\u00e4stner Schule"", ""stra\u00dfe"": ""Praunheimer Weg 44"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60439"", ""fax"": ""+49 69 212-32744"", ""telefon"": ""+49 69 212-34515"", ""homepage"": ""https://mo3155.schule.hessen.de"", ""schultyp"": ""Grundschule"", ""id"": ""3155"", ""latitude"": 50.1615, ""longitude"": 8.62122}",0101000020E6100000033E3F8C103E2140E9263108AC144940,2026-03-28 16:35:25.225944,8.62122,50.1615
HE-3133,Friedrich-Fröbel-Schule,Else-Alken-Straße 3,,60528,Frankfurt am Main,https://mo3133.schule.hessen.de,,Grundschule,,,+49 69 212 49440,+49 69 212 43316,,"{""name"": ""Friedrich-Fr\u00f6bel-Schule"", ""stra\u00dfe"": ""Else-Alken-Stra\u00dfe 3"", ""ort"": ""Frankfurt am Main"", ""plz"": ""60528"", ""fax"": ""+49 69 212 49440"", ""telefon"": ""+49 69 212 43316"", ""homepage"": ""https://mo3133.schule.hessen.de"", ""schultyp"": ""Grundschule"", ""id"": ""3133"", ""latitude"": 50.0796, ""longitude"": 8.64294}",0101000020E61000009A94826E2F4921407C613255300A4940,2026-03-28 16:38:03.190161,8.64294,50.0796
HE-3100,Meisterschule,Herbert-von-Meister-Straße 5,,65931,Frankfurt am Main,https://mo3100.schule.hessen.de,,Grund- und Hauptschule,,,+49 69 371299,+49 69 37560745,,"{""name"": ""Meisterschule"", ""stra\u00dfe"": ""Herbert-von-Meister-Stra\u00dfe 5"", ""ort"": ""Frankfurt am Main"", ""plz"": ""65931"", ""fax"": ""+49 69 371299"", ""telefon"": ""+49 69 37560745"", ""homepage"": ""https://mo3100.schule.hessen.de"", ""schultyp"": ""Grund- und Hauptschule"", ""id"": ""3100"", ""latitude"": 50.0792, ""longitude"": 8.51367}",0101000020E610000065DF15C1FF062140EEEBC039230A4940,2026-03-28 16:39:29.540738,8.51367,50.0792
