id,name,address,address2,zip,city,website,email,school_type,legal_status,provider,fax,phone,director,raw,location,update_timestamp,longitude,latitude
BW-UUID-61138818-3550-42d2-be51-7ef46b3053dd,Schulkindergarten für Sprachbehinderte Freiberg,Dornröschenweg 30,,70567,Stuttgart,,"",education,,,+4971121698498,+4971121698497,,"{""uuid"": ""61138818-3550-42d2-be51-7ef46b3053dd"", ""disch"": null, ""name"": ""Schulkindergarten f\u00fcr Sprachbehinderte Freiberg"", ""address"": ""Dornr\u00f6schenweg 30"", ""zip"": ""70567"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+4971121698497"", ""fax"": ""+4971121698498"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.71974, ""lon"": 9.14668}",0101000020E61000005EF415A4194B2240C0CFB870205C4840,,9.14668,48.71974
BW-UUID-63439fea-add6-49f1-8bba-4980e71c2adc,Zentrum für Schulqualität und Lehrerbildung (ZSL) Regionalstelle Stuttgart,Marktstr. 14,,72622,Nürtingen,,poststelle.spbs-nt@zsl-rs-s.kv.bwl.de,administrationForEducation,,,+4970222629911,+497022262990,,"{""uuid"": ""63439fea-add6-49f1-8bba-4980e71c2adc"", ""disch"": null, ""name"": ""Zentrum f\u00fcr Schulqualit\u00e4t und Lehrerbildung (ZSL) Regionalstelle Stuttgart"", ""address"": ""Marktstr. 14"", ""zip"": ""72622"", ""city"": ""N\u00fcrtingen"", ""email"": ""poststelle.spbs-nt@zsl-rs-s.kv.bwl.de"", ""phone"": ""+497022262990"", ""fax"": ""+4970222629911"", ""website"": null, ""school_type"": ""administrationForEducation"", ""lat"": 48.62652, ""lon"": 9.33585}",0101000020E610000024B9FC87F4AB22401C25AFCE31504840,,9.33585,48.62652
BW-UUID-e7d0e0cf-32dd-4b6b-b566-34819368742e,Gewerbliche Schule Im Hoppenlau mit Technischer Oberschule Stuttgart,Am Klingenbach 19,,70188,Stuttgart,,"",education,,,"","",,"{""uuid"": ""e7d0e0cf-32dd-4b6b-b566-34819368742e"", ""disch"": null, ""name"": ""Gewerbliche Schule Im Hoppenlau mit Technischer Oberschule Stuttgart"", ""address"": ""Am Klingenbach 19"", ""zip"": ""70188"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": """", ""fax"": """", ""website"": null, ""school_type"": ""education"", ""lat"": 48.78193, ""lon"": 9.21066}",0101000020E61000009626A5A0DB6B224072E1404816644840,,9.21066,48.78193
BW-UUID-8e8b73b3-75ca-465a-be48-5f03bf617efe,Griechisches Lyzeum in Stuttgart,Schwieberdinger Str. 9,,70435,Stuttgart,http://stuttgart.europe.sch.gr/,"",upperSecondaryEducation,,,+4971188796020,+4971188796010,,"{""uuid"": ""8e8b73b3-75ca-465a-be48-5f03bf617efe"", ""disch"": null, ""name"": ""Griechisches Lyzeum in Stuttgart"", ""address"": ""Schwieberdinger Str. 9"", ""zip"": ""70435"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+4971188796010"", ""fax"": ""+4971188796020"", ""website"": ""http://stuttgart.europe.sch.gr/"", ""school_type"": ""upperSecondaryEducation"", ""lat"": 48.82681, ""lon"": 9.16763}",0101000020E61000002FA86F99D3552240BD00FBE8D4694840,,9.16763,48.82681
BW-UUID-547d6fcf-78e0-4523-870e-42e4d9ea69cc,Berufsfachschule für das Dolmetscherwesen GmbH,Katharinenstr. 18,,70182,Stuttgart,,"",education,,,"","",,"{""uuid"": ""547d6fcf-78e0-4523-870e-42e4d9ea69cc"", ""disch"": null, ""name"": ""Berufsfachschule f\u00fcr das Dolmetscherwesen GmbH"", ""address"": ""Katharinenstr. 18"", ""zip"": ""70182"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": """", ""fax"": """", ""website"": null, ""school_type"": ""education"", ""lat"": 48.7724, ""lon"": 9.1821}",0101000020E6100000053411363C5D224017B7D100DE624840,,9.1821,48.7724
BW-UUID-6843d3d0-350a-4c28-931c-25998c08c9ed,Michael-Bauer-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen,Othellostr. 5,,70563,Stuttgart,,"",education,,,+4971168689688,+497116871636,,"{""uuid"": ""6843d3d0-350a-4c28-931c-25998c08c9ed"", ""disch"": null, ""name"": ""Michael-Bauer-Schule Privates sonderp\u00e4dagogisches Bildungs- und Beratungszentrum F\u00f6rderschwerpunkt Lernen"", ""address"": ""Othellostr. 5"", ""zip"": ""70563"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+497116871636"", ""fax"": ""+4971168689688"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.73869, ""lon"": 9.12369}",0101000020E61000003AAFB14B543F2240EDF0D7648D5E4840,,9.12369,48.73869
BW-04312344,Berufsfachschule für Kosmetik Edith Lehmann,Königstr. 49,,70173,Stuttgart,,,"",,Regierungspräsidium Stuttgart Abteilung 7 Schule und Bildung,0711/61 51 589,0711/61 77 93,,"{""name"": ""Berufsfachschule f\u00fcr Kosmetik Edith Lehmann"", ""id"": ""04312344"", ""Strasse"": ""K\u00f6nigstr. 49"", ""PLZ"": ""70173"", ""Ort"": ""Stuttgart"", ""Telefon"": ""0711/61 77 93"", ""Fax"": ""0711/61 51 589"", ""E-Mail"": null, ""Internet"": null, ""Schulamt"": ""Regierungspr\u00e4sidium Stuttgart Abteilung 7 Schule und Bildung"", ""Schulamt_Website"": ""www.rp.baden-wuerttemberg.de/servlet/PB/menu/1007480/index.html"", ""Kreis"": ""Stuttgart (SKR)"", ""Schulleitung"": null, ""Schultr\u00e4ger"": ""<kein Eintrag>"", ""Postfach"": null, ""PLZ_Postfach"": null, ""Schueler"": 79, ""Klassen"": 2, ""Lehrer"": null}",,2025-10-18 16:30:40.367381,,
BW-04104450,Gymnasium in den Pfarrwiesen,Pfarrwiesenallee 1 - 3,,71067,Sindelfingen,http://www.pfarrwiesen-gymnasium.de,poststelle@04104450.schule.bwl.de,upperSecondaryEducation,,Regierungspräsidium Stuttgart Abteilung 7 Schule und Bildung,+4970314160525,+497031416050,"Mayer, Ulrich","{""uuid"": ""5c0671cd-3f4e-44bb-90b1-201514ab0b0c"", ""disch"": ""04104450"", ""name"": ""Gymnasium in den Pfarrwiesen"", ""address"": ""Pfarrwiesenallee 1 - 3"", ""zip"": ""71067"", ""city"": ""Sindelfingen"", ""email"": ""poststelle@04104450.schule.bwl.de"", ""phone"": ""+497031416050"", ""fax"": ""+4970314160525"", ""website"": ""http://www.pfarrwiesen-gymnasium.de"", ""school_type"": ""upperSecondaryEducation"", ""lat"": 48.7220139, ""lon"": 9.0076947}",0101000020E61000007FB4498FF0032240F3E093F36A5C4840,2026-04-04 16:30:34.783364,9.0076947,48.7220139
BW-04104346,Heinrich-Heine-Gymnasium,In den Anlagen 11,,73760,Ostfildern,https://www.hhg-ofi.de/,poststelle@04104346.schule.bwl.de,upperSecondaryEducation,,Regierungspräsidium Stuttgart Abteilung 7 Schule und Bildung,+4971122070722,+497112207070,"Vamosi, Judit","{""uuid"": ""3f406268-ac8d-4e37-a08d-c4d27eb4a563"", ""disch"": ""04104346"", ""name"": ""Heinrich-Heine-Gymnasium"", ""address"": ""In den Anlagen 11"", ""zip"": ""73760"", ""city"": ""Ostfildern"", ""email"": ""poststelle@04104346.schule.bwl.de"", ""phone"": ""+497112207070"", ""fax"": ""+4971122070722"", ""website"": ""https://www.hhg-ofi.de/"", ""school_type"": ""upperSecondaryEducation"", ""lat"": 48.71714, ""lon"": 9.29218}",0101000020E61000002F17F19D98952240A453573ECB5B4840,2026-04-04 16:30:26.85527,9.29218,48.71714
BW-UUID-6f580ff0-d581-4c0f-bab3-a6eed89735df,"Ministerium für Kultus, Jugend und Sport Baden-Württemberg",Thouretstr. 6,,70173,Stuttgart,http://www.kultusportal-bw.de,poststelle@km.kv.bwl.de,administrationForEducation,,,+497112792810,+497112790,,"{""uuid"": ""6f580ff0-d581-4c0f-bab3-a6eed89735df"", ""disch"": null, ""name"": ""Ministerium f\u00fcr Kultus, Jugend und Sport Baden-W\u00fcrttemberg"", ""address"": ""Thouretstr. 6"", ""zip"": ""70173"", ""city"": ""Stuttgart"", ""email"": ""poststelle@km.kv.bwl.de"", ""phone"": ""+497112790"", ""fax"": ""+497112792810"", ""website"": ""http://www.kultusportal-bw.de"", ""school_type"": ""administrationForEducation"", ""lat"": 48.7809772, ""lon"": 9.1795933}",0101000020E610000054292CA7F35B2240F975960FF7634840,,9.1795933,48.7809772
BW-UUID-6f59b777-80b4-45ce-a5c2-4acc3a098b90,Fachschule der Landesakademie des Handwerks,Heilbronner Str. 43,,70191,Stuttgart,,"",education,,,"","",,"{""uuid"": ""6f59b777-80b4-45ce-a5c2-4acc3a098b90"", ""disch"": null, ""name"": ""Fachschule der Landesakademie des Handwerks"", ""address"": ""Heilbronner Str. 43"", ""zip"": ""70191"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": """", ""fax"": """", ""website"": null, ""school_type"": ""education"", ""lat"": 48.79035, ""lon"": 9.1806}",0101000020E6100000B1506B9A775C2240613255302A654840,,9.1806,48.79035
BW-04158033,Schlossgymnasium Künzelsau Staatliches Aufbaugymnasium mit Internat,Schloßplatz 3,,74653,Künzelsau,http://www.schlossgym.de,poststelle@04158033.schule.bwl.de,education,,Regierungspräsidium Stuttgart Abteilung 7 Schule und Bildung,+497940915860,+49794091580,"Smolka, Johannes","{""uuid"": ""09a37605-8eee-4ad0-ade9-bb4e2f336e8c"", ""disch"": ""04158033"", ""name"": ""Schlossgymnasium K\u00fcnzelsau Staatliches Aufbaugymnasium mit Internat"", ""address"": ""Schlo\u00dfplatz 3"", ""zip"": ""74653"", ""city"": ""K\u00fcnzelsau"", ""email"": ""poststelle@04158033.schule.bwl.de"", ""phone"": ""+49794091580"", ""fax"": ""+497940915860"", ""website"": ""http://www.schlossgym.de"", ""school_type"": ""education"", ""lat"": 49.27928, ""lon"": 9.69147}",0101000020E61000008B54185B08622340A4367172BFA34840,2026-04-04 16:30:13.403655,9.69147,49.27928
BW-UUID-70f02fc1-7a18-4fd9-994c-876e3d8c0b18,Theater Akademie Stuttgart Stuttgarter Schule für,Urachstr. 29,,70190,Stuttgart,,"",education,,,+4971126861900,+49711267374,,"{""uuid"": ""70f02fc1-7a18-4fd9-994c-876e3d8c0b18"", ""disch"": null, ""name"": ""Theater Akademie Stuttgart Stuttgarter Schule f\u00fcr"", ""address"": ""Urachstr. 29"", ""zip"": ""70190"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+49711267374"", ""fax"": ""+4971126861900"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.78696, ""lon"": 9.19968}",0101000020E6100000A054FB743C6622404DA1F31ABB644840,,9.19968,48.78696
BW-UUID-eb4e99ec-2830-4111-967b-e12c65b1ea94,Michael-Bauer-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Othellostr. 5,,70563,Stuttgart,,"",education,,,+4971168689688,+4971168689660,,"{""uuid"": ""eb4e99ec-2830-4111-967b-e12c65b1ea94"", ""disch"": null, ""name"": ""Michael-Bauer-Schule Privates sonderp\u00e4dagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung"", ""address"": ""Othellostr. 5"", ""zip"": ""70563"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+4971168689660"", ""fax"": ""+4971168689688"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.73869, ""lon"": 9.12369}",0101000020E61000003AAFB14B543F2240EDF0D7648D5E4840,,9.12369,48.73869
BW-04317652,Internationaler Bund e.V.,Rudolf-Diesel-Str. 21,,71154,Nufringen,,,"",,Regierungspräsidium Stuttgart Abteilung 7 Schule und Bildung,,,,"{""name"": ""Internationaler Bund e.V."", ""id"": ""04317652"", ""Strasse"": ""Rudolf-Diesel-Str. 21"", ""PLZ"": ""71154"", ""Ort"": ""Nufringen"", ""Telefon"": null, ""Fax"": null, ""E-Mail"": null, ""Internet"": null, ""Schulamt"": ""Regierungspr\u00e4sidium Stuttgart Abteilung 7 Schule und Bildung"", ""Schulamt_Website"": ""www.rp.baden-wuerttemberg.de/servlet/PB/menu/1007480/index.html"", ""Kreis"": ""B\u00f6blingen (LKR)"", ""Schulleitung"": null, ""Schultr\u00e4ger"": null, ""Postfach"": null, ""PLZ_Postfach"": null, ""Schueler"": null, ""Klassen"": null, ""Lehrer"": null}",,2025-10-18 16:31:14.97234,,
BW-UUID-928a1946-9fa6-4eb2-86bf-c758e4f2a96f,Württ. Bäckerfachschule Berufsbildungszentrum,Wilhelmstr. 7,,70182,Stuttgart,,"",education,,,+497111641129,+497111641150,,"{""uuid"": ""928a1946-9fa6-4eb2-86bf-c758e4f2a96f"", ""disch"": null, ""name"": ""W\u00fcrtt. B\u00e4ckerfachschule Berufsbildungszentrum"", ""address"": ""Wilhelmstr. 7"", ""zip"": ""70182"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+497111641150"", ""fax"": ""+497111641129"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.77067, ""lon"": 9.18008}",0101000020E6100000CE531D72335C224011018750A5624840,,9.18008,48.77067
BW-UUID-7492dbe3-615b-43e4-82e8-85b3c2ee6467,live act Akademie der Schauspielkunst,Wörishofener Str. 54,,70372,Stuttgart,http://www.liveact-akademie.com,"",education,,,+497115530948,+4971150420332,,"{""uuid"": ""7492dbe3-615b-43e4-82e8-85b3c2ee6467"", ""disch"": null, ""name"": ""live act Akademie der Schauspielkunst"", ""address"": ""W\u00f6rishofener Str. 54"", ""zip"": ""70372"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+4971150420332"", ""fax"": ""+497115530948"", ""website"": ""http://www.liveact-akademie.com"", ""school_type"": ""education"", ""lat"": 48.80088, ""lon"": 9.23064}",0101000020E6100000834C3272167622409F02603C83664840,,9.23064,48.80088
BW-UUID-76bbc9f4-7ab4-4af5-a8bb-83a5f5a94a30,Freie Waldorfschule Uhlandshöhe,Haußmannstr. 44,,70188,Stuttgart,,"",education,,,+497112100255,+497112100221,,"{""uuid"": ""76bbc9f4-7ab4-4af5-a8bb-83a5f5a94a30"", ""disch"": null, ""name"": ""Freie Waldorfschule Uhlandsh\u00f6he"", ""address"": ""Hau\u00dfmannstr. 44"", ""zip"": ""70188"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+497112100221"", ""fax"": ""+497112100255"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.78233, ""lon"": 9.19279}",0101000020E6100000DFFDF15EB56222400057B26323644840,,9.19279,48.78233
BW-UUID-41cc6b54-df6e-44bc-a455-adea02264a18,Schule für Ergotherapie,Mittlerer Pfad 2,,70499,Stuttgart,,"",education,,,+49711881045,+49711881044,,"{""uuid"": ""41cc6b54-df6e-44bc-a455-adea02264a18"", ""disch"": null, ""name"": ""Schule f\u00fcr Ergotherapie"", ""address"": ""Mittlerer Pfad 2"", ""zip"": ""70499"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+49711881044"", ""fax"": ""+49711881045"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.82055, ""lon"": 9.09669}",0101000020E610000053B3075A81312240CC5D4BC807694840,,9.09669,48.82055
BW-UUID-00023dc5-511a-47f3-82cc-ef4eec35ac7e,Schulkindergarten für besonders förderungsbedürftige Kinder Wernhalde,Wernhaldenstr. 66,,70184,Stuttgart,,"",education,,,+4971124869981,+49711244828,,"{""uuid"": ""00023dc5-511a-47f3-82cc-ef4eec35ac7e"", ""disch"": null, ""name"": ""Schulkindergarten f\u00fcr besonders f\u00f6rderungsbed\u00fcrftige Kinder Wernhalde"", ""address"": ""Wernhaldenstr. 66"", ""zip"": ""70184"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+49711244828"", ""fax"": ""+4971124869981"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.76258, ""lon"": 9.18384}",0101000020E6100000AE64C746205E2240B64AB0389C614840,,9.18384,48.76258
BW-04121198,Fasanenhofschule Grundschule,Markus-Schleicher-Str. 15,,70565,Stuttgart,http://www.fasanenhofschule-stuttgart.com/,poststelle@04121198.schule.bwl.de,primaryEducation,,Staatliches Schulamt Stuttgart,+4971121657971,+4971121657970,"Konzelmann, Corinna","{""uuid"": ""2233c034-4733-4c1c-a826-9767b603eec8"", ""disch"": ""04121198"", ""name"": ""Fasanenhofschule Grundschule"", ""address"": ""Markus-Schleicher-Str. 15"", ""zip"": ""70565"", ""city"": ""Stuttgart"", ""email"": ""poststelle@04121198.schule.bwl.de"", ""phone"": ""+4971121657970"", ""fax"": ""+4971121657971"", ""website"": ""http://www.fasanenhofschule-stuttgart.com/"", ""school_type"": ""primaryEducation"", ""lat"": 48.71209, ""lon"": 9.15659}",0101000020E6100000E3C281902C50224082E7DEC3255B4840,2026-04-04 16:30:19.680255,9.15659,48.71209
BW-UUID-ebe84d29-5e67-4959-8935-06214f1357ce,Fashion + Design Factory,Renzwiesen 6,,70327,Stuttgart,,"",education,,,"","",,"{""uuid"": ""ebe84d29-5e67-4959-8935-06214f1357ce"", ""disch"": null, ""name"": ""Fashion + Design Factory"", ""address"": ""Renzwiesen 6"", ""zip"": ""70327"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": """", ""fax"": """", ""website"": null, ""school_type"": ""education"", ""lat"": 48.77413, ""lon"": 9.23836}",0101000020E6100000605969520A7A22401E6D1CB116634840,,9.23836,48.77413
BW-UUID-ebea2024-9da7-462e-b7fe-a08ddffc5117,Dietrich-Bonhoeffer-Schule Privates sonderpädagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung,Hofener Str. 78,,70372,Stuttgart,,"",education,,,+4971116762255,+4971116762250,,"{""uuid"": ""ebea2024-9da7-462e-b7fe-a08ddffc5117"", ""disch"": null, ""name"": ""Dietrich-Bonhoeffer-Schule Privates sonderp\u00e4dagogisches Bildungs- und Beratungszentrum emotion.u.soziale Entwicklung"", ""address"": ""Hofener Str. 78"", ""zip"": ""70372"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": ""+4971116762250"", ""fax"": ""+4971116762255"", ""website"": null, ""school_type"": ""education"", ""lat"": 48.81229, ""lon"": 9.22231}",0101000020E6100000C425C79DD2712240156F641EF9674840,,9.22231,48.81229
BW-UUID-020261fe-2115-4705-b644-1ee072df04e6,Berufskolleg für Musik/Sound Design der popcollege gGmbH,Theodor-Heuss-Str. 34,,70174,Stuttgart,,"",education,,,"","",,"{""uuid"": ""020261fe-2115-4705-b644-1ee072df04e6"", ""disch"": null, ""name"": ""Berufskolleg f\u00fcr Musik/Sound Design der popcollege gGmbH"", ""address"": ""Theodor-Heuss-Str. 34"", ""zip"": ""70174"", ""city"": ""Stuttgart"", ""email"": """", ""phone"": """", ""fax"": """", ""website"": null, ""school_type"": ""education"", ""lat"": 48.77565, ""lon"": 9.17171}",0101000020E6100000D5CA845FEA5722403A92CB7F48634840,,9.17171,48.77565
BW-UUID-03c4f53f-0a79-4626-99e5-f55817faf0ad,Zentrum für Schulqualität und Lehrerbildung (ZSL),Heilbronner Str. 314,,70469,Stuttgart,http://www.zsl-bw.de,poststelle@zsl.kv.bwl.de,administrationForEducation,,,+4971121859701,+49711218590,,"{""uuid"": ""03c4f53f-0a79-4626-99e5-f55817faf0ad"", ""disch"": null, ""name"": ""Zentrum f\u00fcr Schulqualit\u00e4t und Lehrerbildung (ZSL)"", ""address"": ""Heilbronner Str. 314"", ""zip"": ""70469"", ""city"": ""Stuttgart"", ""email"": ""poststelle@zsl.kv.bwl.de"", ""phone"": ""+49711218590"", ""fax"": ""+4971121859701"", ""website"": ""http://www.zsl-bw.de"", ""school_type"": ""administrationForEducation"", ""lat"": 48.78686, ""lon"": 9.180682}",0101000020E6100000A5F3E159825C2240E94317D4B7644840,,9.180682,48.78686
